Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,0, 4,Undirected
4,1, 2,Undirected
5,1, 3,Undirected
6,1, 4,Undirected
7,2, 3,Undirected
8,2, 4,Undirected
9,3, 4,Undirected
10,2, 5,Undirected
11,4, 5,Undirected
12,1, 5,Undirected
13,3, 5,Undirected
14,4, 6,Undirected
15,1, 6,Undirected
16,5, 6,Undirected
17,2, 6,Undirected
18,5, 7,Undirected
19,0, 7,Undirected
20,1, 7,Undirected
21,4, 7,Undirected
22,1, 8,Undirected
23,5, 8,Undirected
24,7, 8,Undirected
25,4, 8,Undirected
26,1, 9,Undirected
27,5, 9,Undirected
28,4, 9,Undirected
29,8, 9,Undirected
30,8, 10,Undirected
31,2, 10,Undirected
32,6, 10,Undirected
33,0, 10,Undirected
34,3, 11,Undirected
35,4, 11,Undirected
36,1, 11,Undirected
37,0, 11,Undirected
38,0, 12,Undirected
39,5, 12,Undirected
40,4, 12,Undirected
41,11, 12,Undirected
42,6, 13,Undirected
43,1, 13,Undirected
44,7, 13,Undirected
45,5, 13,Undirected
46,6, 14,Undirected
47,1, 14,Undirected
48,0, 14,Undirected
49,10, 14,Undirected
50,4, 15,Undirected
51,1, 15,Undirected
52,5, 15,Undirected
53,0, 15,Undirected
54,10, 16,Undirected
55,2, 16,Undirected
56,4, 16,Undirected
57,1, 16,Undirected
58,1, 17,Undirected
59,7, 17,Undirected
60,8, 17,Undirected
61,4, 17,Undirected
62,1, 18,Undirected
63,2, 18,Undirected
64,0, 18,Undirected
65,7, 18,Undirected
66,1, 19,Undirected
67,10, 19,Undirected
68,8, 19,Undirected
69,4, 19,Undirected
70,15, 20,Undirected
71,4, 20,Undirected
72,9, 20,Undirected
73,16, 20,Undirected
74,14, 21,Undirected
75,3, 21,Undirected
76,1, 21,Undirected
77,4, 21,Undirected
78,4, 22,Undirected
79,15, 22,Undirected
80,18, 22,Undirected
81,5, 22,Undirected
82,1, 23,Undirected
83,5, 23,Undirected
84,10, 23,Undirected
85,6, 23,Undirected
86,13, 24,Undirected
87,2, 24,Undirected
88,6, 24,Undirected
89,3, 24,Undirected
90,3, 25,Undirected
91,4, 25,Undirected
92,12, 25,Undirected
93,18, 25,Undirected
94,22, 26,Undirected
95,4, 26,Undirected
96,8, 26,Undirected
97,13, 26,Undirected
98,13, 27,Undirected
99,4, 27,Undirected
100,18, 27,Undirected
101,1, 27,Undirected
102,2, 28,Undirected
103,1, 28,Undirected
104,4, 28,Undirected
105,5, 28,Undirected
106,11, 29,Undirected
107,1, 29,Undirected
108,8, 29,Undirected
109,18, 29,Undirected
110,28, 30,Undirected
111,19, 30,Undirected
112,27, 30,Undirected
113,1, 30,Undirected
114,11, 31,Undirected
115,0, 31,Undirected
116,19, 31,Undirected
117,4, 31,Undirected
118,10, 32,Undirected
119,24, 32,Undirected
