Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,2, 4,Undirected
7,3, 4,Undirected
8,0, 4,Undirected
9,0, 5,Undirected
10,4, 5,Undirected
11,3, 5,Undirected
12,0, 6,Undirected
13,2, 6,Undirected
14,4, 6,Undirected
15,4, 7,Undirected
16,3, 7,Undirected
17,0, 7,Undirected
18,0, 8,Undirected
19,2, 8,Undirected
20,7, 8,Undirected
21,7, 9,Undirected
22,3, 9,Undirected
23,8, 9,Undirected
24,0, 10,Undirected
25,4, 10,Undirected
26,7, 10,Undirected
27,2, 11,Undirected
28,7, 11,Undirected
29,4, 11,Undirected
30,4, 12,Undirected
31,1, 12,Undirected
32,11, 12,Undirected
33,4, 13,Undirected
34,0, 13,Undirected
35,5, 13,Undirected
36,10, 14,Undirected
37,7, 14,Undirected
38,4, 14,Undirected
39,0, 15,Undirected
40,4, 15,Undirected
41,2, 15,Undirected
42,14, 16,Undirected
43,10, 16,Undirected
44,9, 16,Undirected
45,4, 17,Undirected
46,3, 17,Undirected
47,0, 17,Undirected
48,11, 18,Undirected
49,4, 18,Undirected
50,9, 18,Undirected
51,17, 19,Undirected
52,4, 19,Undirected
53,7, 19,Undirected
54,19, 20,Undirected
55,7, 20,Undirected
56,11, 20,Undirected
57,14, 21,Undirected
58,19, 21,Undirected
59,1, 21,Undirected
60,1, 22,Undirected
61,0, 22,Undirected
62,2, 22,Undirected
63,0, 23,Undirected
64,12, 23,Undirected
65,7, 23,Undirected
66,2, 24,Undirected
67,14, 24,Undirected
68,10, 24,Undirected
69,4, 25,Undirected
70,14, 25,Undirected
71,9, 25,Undirected
72,2, 26,Undirected
73,22, 26,Undirected
74,21, 26,Undirected
75,14, 27,Undirected
76,7, 27,Undirected
77,18, 27,Undirected
78,2, 28,Undirected
79,9, 28,Undirected
80,23, 28,Undirected
81,7, 29,Undirected
82,15, 29,Undirected
83,8, 29,Undirected
84,14, 30,Undirected
85,13, 30,Undirected
86,0, 30,Undirected
87,17, 31,Undirected
88,7, 31,Undirected
89,2, 31,Undirected
90,1, 32,Undirected
91,0, 32,Undirected
92,4, 32,Undirected
93,17, 33,Undirected
94,4, 33,Undirected
95,5, 33,Undirected
96,4, 34,Undirected
97,21, 34,Undirected
98,3, 34,Undirected
99,0, 35,Undirected
100,4, 35,Undirected
101,27, 35,Undirected
102,13, 36,Undirected
103,17, 36,Undirected
104,12, 36,Undirected
105,23, 37,Undirected
106,4, 37,Undirected
107,7, 37,Undirected
108,1, 38,Undirected
109,9, 38,Undirected
110,11, 38,Undirected
111,30, 39,Undirected
112,11, 39,Undirected
113,6, 39,Undirected
114,3, 40,Undirected
115,7, 40,Undirected
116,30, 40,Undirected
117,4, 41,Undirected
118,20, 41,Undirected
119,33, 41,Undirected
