Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,3, 4,Undirected
7,2, 4,Undirected
8,1, 4,Undirected
9,4, 5,Undirected
10,2, 5,Undirected
11,1, 5,Undirected
12,3, 6,Undirected
13,1, 6,Undirected
14,5, 6,Undirected
15,1, 7,Undirected
16,5, 7,Undirected
17,6, 7,Undirected
18,6, 8,Undirected
19,4, 8,Undirected
20,2, 8,Undirected
21,2, 9,Undirected
22,8, 9,Undirected
23,4, 9,Undirected
24,7, 10,Undirected
25,6, 10,Undirected
26,2, 10,Undirected
27,10, 11,Undirected
28,8, 11,Undirected
29,1, 11,Undirected
30,2, 12,Undirected
31,10, 12,Undirected
32,7, 12,Undirected
33,1, 13,Undirected
34,2, 13,Undirected
35,10, 13,Undirected
36,1, 14,Undirected
37,7, 14,Undirected
38,5, 14,Undirected
39,5, 15,Undirected
40,3, 15,Undirected
41,4, 15,Undirected
42,10, 16,Undirected
43,2, 16,Undirected
44,13, 16,Undirected
45,10, 17,Undirected
46,16, 17,Undirected
47,1, 17,Undirected
48,0, 18,Undirected
49,3, 18,Undirected
50,10, 18,Undirected
51,8, 19,Undirected
52,5, 19,Undirected
53,7, 19,Undirected
54,11, 20,Undirected
55,2, 20,Undirected
56,13, 20,Undirected
57,5, 21,Undirected
58,18, 21,Undirected
59,0, 21,Undirected
60,2, 22,Undirected
61,10, 22,Undirected
62,4, 22,Undirected
63,4, 23,Undirected
64,17, 23,Undirected
65,2, 23,Undirected
66,11, 24,Undirected
67,1, 24,Undirected
68,18, 24,Undirected
69,8, 25,Undirected
70,3, 25,Undirected
71,1, 25,Undirected
72,19, 26,Undirected
73,9, 26,Undirected
74,1, 26,Undirected
75,17, 27,Undirected
76,4, 27,Undirected
77,5, 27,Undirected
78,20, 28,Undirected
79,6, 28,Undirected
80,1, 28,Undirected
81,1, 29,Undirected
82,18, 29,Undirected
83,26, 29,Undirected
84,4, 30,Undirected
85,27, 30,Undirected
86,15, 30,Undirected
87,1, 31,Undirected
88,27, 31,Undirected
89,24, 31,Undirected
90,3, 32,Undirected
91,14, 32,Undirected
92,1, 32,Undirected
93,28, 33,Undirected
94,0, 33,Undirected
95,9, 33,Undirected
96,1, 34,Undirected
97,23, 34,Undirected
98,8, 34,Undirected
99,21, 35,Undirected
100,5, 35,Undirected
101,1, 35,Undirected
102,0, 36,Undirected
103,5, 36,Undirected
104,2, 36,Undirected
105,30, 37,Undirected
106,25, 37,Undirected
107,3, 37,Undirected
108,33, 38,Undirected
109,30, 38,Undirected
110,9, 38,Undirected
111,5, 39,Undirected
112,23, 39,Undirected
113,20, 39,Undirected
114,29, 40,Undirected
115,25, 40,Undirected
116,10, 40,Undirected
117,3, 41,Undirected
118,17, 41,Undirected
119,27, 41,Undirected
