Id, Source, Target
0,2290, 3379
1,1284, 1299
2,1540, 2211
3,6, 2676
4,1408, 3883
5,1744, 2042
6,3968, 4431
7,3393, 4900
8,2192, 2584
9,61, 581
10,439, 578
11,456, 533
12,7, 213
13,41, 83
14,41, 82
15,0, 710
16,49, 1308
17,13, 160
18,1984, 3971
19,13, 164
20,172, 2827
21,782, 1689
22,2093, 2619
23,93, 1407
24,255, 1552
25,141, 4117
26,2163, 3114
27,3191, 4459
28,255, 1559
29,1123, 3842
30,329, 3902
31,374, 1242
32,11, 1320
33,363, 3963
34,337, 1210
35,1132, 2070
36,1088, 3158
37,740, 2931
38,2978, 4123
39,13, 221
40,144, 512
41,390, 1516
42,13, 225
43,2536, 4544
44,233, 1044
45,932, 2528
46,13, 228
47,162, 617
48,583, 3086
49,2328, 3521
50,29, 1002
51,3, 4781
52,0, 1602
53,2642, 3681
54,81, 2857
55,149, 2890
56,906, 3361
57,903, 993
58,41, 4067
59,1733, 2602
60,4342, 4643
61,99, 3610
62,5, 385
63,2622, 4805
64,5, 388
65,2924, 4154
66,107, 181
67,2066, 3112
68,3743, 4054
69,1010, 4382
70,68, 416
71,68, 141
72,549, 1042
73,2637, 4853
74,4088, 4851
75,2172, 3070
76,4261, 4324
77,402, 4548
78,28, 4001
79,20, 319
80,266, 2028
81,1540, 3038
82,1666, 3172
83,1720, 3277
84,730, 3629
85,48, 3366
86,895, 1006
87,4, 4205
88,360, 4083
89,961, 4394
90,724, 1096
91,2238, 2646
92,857, 3165
93,534, 2962
94,609, 1641
95,10, 1834
96,1809, 4419
97,198, 224
98,6, 2679
99,1192, 2216
100,586, 1694
101,1258, 1965
102,307, 2290
103,226, 900
104,5, 166
105,5, 161
106,48, 2406
107,5, 163
108,1002, 1302
109,4262, 4513
110,19, 1762
111,19, 1763
112,68, 93
113,321, 1919
114,197, 1454
115,1697, 4651
116,422, 1440
117,486, 2106
118,3419, 4269
119,170, 852
120,54, 4979
121,49, 624
122,68, 1881
123,381, 2788
124,170, 854
125,96, 320
126,252, 1899
127,117, 4510
128,596, 4549
129,200, 325
130,137, 1316
131,135, 768
132,204, 1492
133,45, 1557
134,3857, 4164
135,903, 4294
136,240, 1560
137,233, 2539
138,4225, 4567
139,359, 1229
140,1861, 3905
141,2027, 2070
142,142, 1019
143,1281, 3793
144,34, 577
145,642, 2576
146,210, 457
147,2132, 2521
148,593, 4630
149,414, 2130
150,864, 1892
151,1397, 4527
152,274, 553
153,2004, 4799
154,626, 837
155,1001, 1178
156,889, 3602
157,1314, 2832
158,27, 1357
159,1255, 2408
160,3199, 4560
161,2, 3158
162,9, 4408
163,292, 1786
164,440, 4327
165,152, 702
166,421, 4883
167,1338, 1708
168,3074, 4237
169,8, 66
170,3023, 3369
171,159, 4625
172,39, 2859
173,2318, 4648
174,840, 2029
175,87, 919
176,393, 4288
177,565, 1850
178,4185, 4972
179,2452, 3289
180,1309, 2259
181,1734, 2960
182,623, 2328
183,11, 649
184,1289, 3268
185,1790, 1985
186,7, 288
187,253, 2728
188,1505, 4147
189,278, 1195
190,13, 1879
191,68, 4279
192,24, 2113
193,1596, 2096
194,641, 962
195,264, 1487
196,1397, 4268
197,2412, 3938
198,2484, 2886
199,580, 2708
200,158, 1412
201,2475, 2725
202,29, 4830
203,343, 353
204,187, 1527
205,338, 414
206,1763, 4563
207,596, 3337
208,182, 2804
209,1828, 3682
210,28, 2943
211,280, 1983
212,140, 481
213,3251, 3300
214,654, 4646
215,1845, 4683
216,81, 327
217,956, 1095
218,1663, 2663
219,1240, 2912
220,23, 835
221,1890, 3071
222,1681, 4551
223,1025, 1784
224,302, 2016
225,855, 1239
226,7, 4513
227,2194, 4486
228,821, 1855
229,1358, 3451
230,1172, 4013
231,1481, 2727
232,2932, 4444
233,61, 1433
234,1577, 4861
235,248, 3464
236,703, 2770
237,401, 1836
238,5, 2478
239,3712, 3990
240,631, 1011
241,283, 2623
242,175, 400
243,90, 347
244,0, 279
245,137, 1086
246,11, 255
247,11, 258
248,11, 259
249,672, 1210
250,1571, 2102
251,1192, 2819
252,365, 649
253,12, 1434
254,143, 1602
255,2897, 4279
256,61, 2818
257,592, 1547
258,365, 647
259,317, 3354
260,1921, 3084
261,572, 4875
262,1524, 3483
263,60, 547
264,150, 390
265,2, 1371
266,1230, 1368
267,34, 3708
268,2155, 3558
269,100, 151
270,431, 1587
271,1505, 2385
272,7, 1195
273,295, 4130
274,896, 4882
275,35, 669
276,2696, 4782
277,570, 3304
278,279, 4705
279,1175, 1249
280,1601, 1750
281,21, 4353
282,106, 4833
283,1004, 1704
284,243, 445
285,1284, 4810
286,24, 530
287,275, 4709
288,1224, 2151
289,2723, 3836
290,684, 1185
291,826, 2110
292,371, 947
293,203, 4687
294,2288, 4800
295,1254, 2147
296,306, 3591
297,11, 2261
298,2, 10
299,2, 11
300,1518, 4002
301,785, 4101
302,390, 1510
303,2251, 2864
304,3032, 4801
305,2, 18
306,56, 4645
307,1878, 2656
308,96, 3036
309,1078, 3196
310,564, 1347
311,1385, 3587
312,2289, 2938
313,20, 1350
314,2772, 3019
315,1608, 2311
316,25, 2769
317,4129, 4661
318,1992, 4067
319,1, 16
320,1679, 3503
321,2373, 3774
322,2853, 2903
323,1698, 3357
324,1178, 2060
325,691, 1181
326,97, 2090
327,1002, 4427
328,77, 623
329,3258, 3549
330,4, 1666
331,29, 1007
332,1822, 3265
333,552, 3595
334,25, 1944
335,2273, 2775
336,80, 1606
337,1255, 2017
338,1917, 3818
339,2671, 2848
340,1995, 2131
341,6, 260
342,438, 3150
343,140, 3070
344,902, 2544
345,1181, 4249
346,990, 2081
347,107, 2650
348,545, 2279
349,3054, 3746
350,1191, 4221
351,1564, 1928
352,538, 1581
353,1752, 4080
354,2851, 4465
355,1353, 2658
356,22, 1629
357,212, 393
358,735, 3811
359,659, 2155
360,1451, 1870
361,1161, 1745
362,1296, 1927
363,1131, 2309
364,2844, 4978
365,92, 2129
366,327, 772
367,8, 670
368,417, 3601
369,119, 2506
370,986, 1193
371,134, 326
372,198, 3803
373,1094, 1282
374,151, 3658
375,266, 1449
376,396, 2370
377,6, 193
378,2048, 3152
379,398, 3174
380,6, 197
381,17, 994
382,61, 465
383,1266, 3287
384,27, 4303
385,896, 4234
386,182, 258
387,903, 1025
388,475, 2049
389,115, 133
390,103, 408
391,49, 102
392,182, 257
393,1859, 2301
394,7, 517
395,7, 516
396,2, 1895
397,174, 995
398,551, 4038
399,701, 1163
400,1, 2757
401,69, 549
402,7, 525
403,1620, 3596
404,182, 3574
405,156, 419
406,7, 3871
407,245, 4730
408,53, 3334
409,1155, 3919
410,5, 1733
411,27, 173
412,1111, 1380
413,503, 3267
414,366, 1857
415,232, 2595
416,4, 1938
417,1429, 3256
418,2928, 3128
419,17, 190
420,86, 1353
421,144, 3428
422,112, 958
423,88, 3369
424,506, 568
425,2024, 3620
426,35, 4721
427,1849, 2582
