Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,3, 4,Undirected
7,0, 4,Undirected
8,2, 4,Undirected
9,0, 5,Undirected
10,2, 5,Undirected
11,3, 5,Undirected
12,3, 6,Undirected
13,2, 6,Undirected
14,4, 6,Undirected
15,1, 7,Undirected
16,4, 7,Undirected
17,3, 7,Undirected
18,4, 8,Undirected
19,2, 8,Undirected
20,7, 8,Undirected
21,3, 9,Undirected
22,0, 9,Undirected
23,4, 9,Undirected
24,0, 10,Undirected
25,2, 10,Undirected
26,8, 10,Undirected
27,3, 11,Undirected
28,9, 11,Undirected
29,10, 11,Undirected
30,5, 12,Undirected
31,8, 12,Undirected
32,4, 12,Undirected
33,0, 13,Undirected
34,4, 13,Undirected
35,1, 13,Undirected
36,2, 14,Undirected
37,9, 14,Undirected
38,7, 14,Undirected
39,13, 15,Undirected
40,7, 15,Undirected
41,10, 15,Undirected
42,0, 16,Undirected
43,3, 16,Undirected
44,13, 16,Undirected
45,11, 17,Undirected
46,10, 17,Undirected
47,3, 17,Undirected
48,0, 18,Undirected
49,3, 18,Undirected
50,6, 18,Undirected
51,7, 19,Undirected
52,3, 19,Undirected
53,0, 19,Undirected
54,1, 20,Undirected
55,13, 20,Undirected
56,18, 20,Undirected
57,10, 21,Undirected
58,0, 21,Undirected
59,2, 21,Undirected
60,11, 22,Undirected
61,4, 22,Undirected
62,0, 22,Undirected
63,4, 23,Undirected
64,7, 23,Undirected
65,12, 23,Undirected
66,3, 24,Undirected
67,1, 24,Undirected
68,7, 24,Undirected
69,23, 25,Undirected
70,12, 25,Undirected
71,6, 25,Undirected
72,19, 26,Undirected
73,10, 26,Undirected
74,21, 26,Undirected
75,7, 27,Undirected
76,1, 27,Undirected
77,9, 27,Undirected
78,24, 28,Undirected
79,19, 28,Undirected
80,12, 28,Undirected
81,25, 29,Undirected
82,7, 29,Undirected
83,1, 29,Undirected
84,25, 30,Undirected
85,4, 30,Undirected
86,5, 30,Undirected
87,10, 31,Undirected
88,22, 31,Undirected
89,1, 31,Undirected
90,2, 32,Undirected
91,0, 32,Undirected
92,25, 32,Undirected
93,28, 33,Undirected
94,12, 33,Undirected
95,2, 33,Undirected
96,6, 34,Undirected
97,4, 34,Undirected
98,2, 34,Undirected
99,8, 35,Undirected
100,9, 35,Undirected
101,6, 35,Undirected
102,12, 36,Undirected
103,3, 36,Undirected
104,10, 36,Undirected
105,3, 37,Undirected
106,35, 37,Undirected
107,1, 37,Undirected
108,16, 38,Undirected
109,37, 38,Undirected
110,6, 38,Undirected
111,28, 39,Undirected
112,7, 39,Undirected
113,9, 39,Undirected
114,6, 40,Undirected
115,7, 40,Undirected
116,1, 40,Undirected
117,18, 41,Undirected
118,1, 41,Undirected
119,23, 41,Undirected
