Id, Probabilidad
0, 53
1, 64
2, 48
3, 49
4, 62
5, 58
6, 24
7, 40
8, 10
9, 38
10, 16
11, 16
12, 14
13, 59
14, 27
15, 28
16, 7
17, 40
18, 66
19, 22
20, 18
21, 30
22, 30
23, 6
24, 23
25, 12
26, 11
27, 19
28, 13
29, 27
30, 27
31, 12
32, 26
33, 10
34, 27
35, 18
36, 19
37, 15
38, 35
39, 26
40, 8
41, 25
42, 16
43, 9
44, 7
45, 14
46, 16
47, 14
48, 10
49, 16
50, 9
51, 6
52, 4
53, 13
54, 8
55, 18
56, 10
57, 9
58, 25
59, 12
60, 15
61, 11
62, 10
63, 10
64, 12
65, 5
66, 29
67, 19
68, 11
69, 11
70, 6
71, 41
72, 8
73, 9
74, 12
75, 10
76, 7
77, 10
78, 13
79, 8
80, 4
81, 15
82, 4
83, 11
84, 9
85, 8
86, 16
87, 6
88, 7
89, 18
90, 10
91, 8
92, 18
93, 5
94, 5
95, 20
96, 4
97, 7
98, 13
99, 15
100, 5
101, 7
102, 6
103, 8
104, 6
105, 9
106, 5
107, 17
108, 8
109, 14
110, 10
111, 5
112, 6
113, 5
114, 8
115, 5
116, 4
117, 11
118, 7
119, 13
120, 8
121, 9
122, 18
123, 4
124, 5
125, 11
126, 13
127, 8
128, 14
129, 7
130, 5
131, 24
132, 5
133, 7
134, 8
135, 7
136, 13
137, 8
138, 6
139, 11
140, 8
141, 7
142, 10
143, 9
144, 11
145, 4
146, 11
147, 5
148, 11
149, 16
150, 10
151, 8
152, 3
153, 8
154, 10
155, 16
156, 8
157, 12
158, 6
159, 5
160, 9
161, 3
162, 10
163, 17
164, 7
165, 3
166, 4
167, 5
168, 10
169, 14
170, 3
171, 4
172, 7
173, 7
174, 5
175, 11
176, 9
177, 4
178, 5
179, 14
180, 11
181, 7
182, 7
183, 3
184, 5
185, 9
186, 12
187, 4
188, 7
189, 7
190, 11
191, 8
192, 7
193, 5
194, 9
195, 7
196, 3
197, 9
198, 8
199, 10
200, 9
201, 3
202, 6
203, 5
204, 5
205, 6
206, 3
207, 8
208, 10
209, 10
210, 5
211, 7
212, 5
213, 7
214, 4
215, 7
216, 4
217, 4
218, 4
219, 4
220, 7
221, 4
222, 10
223, 7
224, 7
225, 8
226, 4
227, 7
228, 11
229, 5
230, 6
231, 3
232, 3
233, 5
234, 5
235, 5
236, 3
237, 7
238, 3
239, 4
240, 8
241, 5
242, 9
243, 6
244, 13
245, 5
246, 4
247, 5
248, 6
249, 3
250, 4
251, 6
252, 5
253, 3
254, 3
255, 3
256, 5
257, 3
258, 5
259, 8
260, 3
261, 5
262, 4
263, 7
264, 7
265, 18
266, 8
267, 7
268, 5
269, 5
270, 4
271, 5
272, 5
273, 3
274, 8
275, 8
276, 9
277, 3
278, 4
279, 8
280, 6
281, 4
282, 4
283, 4
284, 5
285, 4
286, 4
287, 4
288, 13
289, 3
290, 3
291, 8
292, 4
293, 3
294, 4
295, 6
296, 4
297, 5
298, 5
299, 4
300, 5
301, 5
302, 8
303, 3
304, 5
305, 4
306, 5
307, 5
308, 5
309, 3
310, 5
311, 3
312, 6
313, 4
314, 4
315, 6
316, 6
317, 5
318, 6
319, 5
320, 6
321, 4
322, 3
323, 11
324, 5
325, 7
326, 7
327, 3
328, 5
329, 4
330, 4
