Id, Source, Target, Type
0,0, 86,Undirected
1,0, 836,Undirected
2,0, 987,Undirected
3,1, 206,Undirected
4,2, 10,Undirected
5,2, 497,Undirected
6,2, 507,Undirected
7,3, 828,Undirected
8,4, 468,Undirected
9,4, 945,Undirected
10,4, 949,Undirected
11,5, 213,Undirected
12,5, 377,Undirected
13,5, 723,Undirected
14,6, 87,Undirected
15,8, 44,Undirected
16,8, 248,Undirected
17,8, 546,Undirected
18,8, 611,Undirected
19,9, 804,Undirected
20,9, 860,Undirected
21,10, 90,Undirected
22,10, 271,Undirected
23,11, 553,Undirected
24,11, 898,Undirected
25,12, 12,Undirected
26,12, 331,Undirected
27,12, 648,Undirected
28,13, 365,Undirected
29,14, 20,Undirected
30,14, 545,Undirected
31,14, 552,Undirected
32,15, 96,Undirected
33,15, 179,Undirected
34,15, 337,Undirected
35,15, 431,Undirected
36,15, 437,Undirected
37,16, 532,Undirected
38,16, 714,Undirected
39,17, 487,Undirected
40,17, 748,Undirected
41,17, 810,Undirected
42,17, 844,Undirected
43,18, 26,Undirected
44,18, 197,Undirected
45,18, 395,Undirected
46,18, 700,Undirected
47,19, 29,Undirected
48,19, 163,Undirected
49,19, 334,Undirected
50,19, 382,Undirected
51,19, 662,Undirected
52,19, 695,Undirected
53,19, 712,Undirected
54,20, 534,Undirected
55,20, 601,Undirected
56,20, 640,Undirected
57,20, 862,Undirected
58,21, 65,Undirected
59,21, 905,Undirected
60,22, 311,Undirected
61,23, 449,Undirected
62,23, 457,Undirected
63,23, 653,Undirected
64,23, 655,Undirected
65,24, 449,Undirected
66,26, 972,Undirected
67,27, 529,Undirected
68,28, 189,Undirected
69,28, 717,Undirected
70,28, 728,Undirected
71,28, 941,Undirected
72,29, 582,Undirected
73,30, 446,Undirected
74,30, 570,Undirected
75,30, 577,Undirected
76,30, 908,Undirected
77,30, 930,Undirected
78,31, 665,Undirected
79,32, 531,Undirected
80,33, 42,Undirected
81,33, 234,Undirected
82,33, 769,Undirected
83,34, 471,Undirected
