Id, Source, Target, Type
0,0, 195,Undirected
1,0, 462,Undirected
2,0, 1309,Undirected
3,0, 1330,Undirected
4,0, 1443,Undirected
5,0, 1501,Undirected
6,0, 2629,Undirected
7,0, 3453,Undirected
8,0, 4591,Undirected
9,0, 4844,Undirected
10,1, 831,Undirected
11,1, 1390,Undirected
12,1, 1813,Undirected
13,1, 2066,Undirected
14,1, 2439,Undirected
15,1, 2654,Undirected
16,1, 3432,Undirected
17,1, 3732,Undirected
18,1, 4098,Undirected
19,1, 4625,Undirected
20,2, 2206,Undirected
21,2, 2713,Undirected
22,2, 2831,Undirected
23,2, 3746,Undirected
24,2, 4726,Undirected
25,2, 4817,Undirected
26,3, 120,Undirected
27,3, 202,Undirected
28,3, 578,Undirected
29,3, 842,Undirected
30,3, 2505,Undirected
31,3, 2555,Undirected
32,3, 3748,Undirected
33,4, 269,Undirected
34,4, 584,Undirected
35,4, 1010,Undirected
36,4, 2427,Undirected
37,4, 4863,Undirected
38,4, 4959,Undirected
39,5, 583,Undirected
40,5, 1503,Undirected
41,5, 1525,Undirected
42,5, 1604,Undirected
43,5, 2431,Undirected
44,5, 3379,Undirected
45,5, 3587,Undirected
46,6, 232,Undirected
47,6, 398,Undirected
48,6, 411,Undirected
49,6, 600,Undirected
50,6, 1202,Undirected
51,6, 1845,Undirected
52,6, 2259,Undirected
53,6, 3358,Undirected
54,6, 4202,Undirected
55,6, 4555,Undirected
56,6, 4569,Undirected
57,6, 4645,Undirected
58,7, 445,Undirected
59,7, 456,Undirected
60,7, 544,Undirected
61,7, 1133,Undirected
62,7, 2399,Undirected
63,7, 3800,Undirected
64,7, 3812,Undirected
65,7, 4187,Undirected
66,8, 243,Undirected
67,8, 963,Undirected
68,8, 989,Undirected
69,8, 1111,Undirected
70,8, 1568,Undirected
71,8, 1629,Undirected
72,8, 1634,Undirected
73,8, 1657,Undirected
74,8, 2115,Undirected
75,8, 2609,Undirected
76,8, 4035,Undirected
77,8, 4123,Undirected
78,8, 4557,Undirected
79,8, 4683,Undirected
80,8, 4931,Undirected
81,9, 455,Undirected
82,9, 646,Undirected
83,9, 748,Undirected
84,9, 863,Undirected
85,9, 1301,Undirected
86,9, 2025,Undirected
87,9, 2864,Undirected
88,9, 3334,Undirected
89,9, 3395,Undirected
