Id, Source, Target, Type
0,0, 188,Undirected
1,0, 364,Undirected
2,0, 606,Undirected
3,0, 1630,Undirected
4,0, 2127,Undirected
5,0, 2324,Undirected
6,0, 3143,Undirected
7,0, 3185,Undirected
8,0, 3395,Undirected
9,0, 3611,Undirected
10,0, 4101,Undirected
11,0, 4520,Undirected
12,0, 4534,Undirected
13,1, 494,Undirected
14,1, 953,Undirected
15,1, 1456,Undirected
16,1, 1560,Undirected
17,1, 1576,Undirected
18,1, 2749,Undirected
19,1, 3410,Undirected
20,1, 4184,Undirected
21,1, 4233,Undirected
22,1, 4348,Undirected
23,1, 4508,Undirected
24,1, 4664,Undirected
25,2, 991,Undirected
26,2, 1113,Undirected
27,2, 1417,Undirected
28,2, 1420,Undirected
29,2, 2224,Undirected
30,2, 3368,Undirected
31,2, 3721,Undirected
32,2, 4275,Undirected
33,3, 238,Undirected
34,3, 495,Undirected
35,3, 4513,Undirected
36,4, 117,Undirected
37,4, 572,Undirected
38,4, 1352,Undirected
39,4, 3099,Undirected
40,4, 3602,Undirected
41,4, 3796,Undirected
42,4, 4243,Undirected
43,4, 4821,Undirected
44,5, 2389,Undirected
45,5, 2485,Undirected
46,5, 2663,Undirected
47,5, 2807,Undirected
48,5, 2973,Undirected
49,5, 3268,Undirected
50,5, 3562,Undirected
51,5, 4146,Undirected
52,5, 4294,Undirected
53,5, 4437,Undirected
54,5, 4782,Undirected
55,5, 4894,Undirected
56,6, 551,Undirected
57,6, 553,Undirected
58,6, 923,Undirected
59,6, 1268,Undirected
60,6, 1271,Undirected
61,6, 4001,Undirected
62,6, 4663,Undirected
63,7, 453,Undirected
64,7, 772,Undirected
65,7, 872,Undirected
66,7, 1505,Undirected
67,7, 1645,Undirected
68,7, 1646,Undirected
69,7, 2515,Undirected
70,7, 3674,Undirected
71,7, 3818,Undirected
72,7, 4007,Undirected
73,8, 227,Undirected
74,8, 344,Undirected
75,8, 1336,Undirected
76,8, 1841,Undirected
77,8, 2992,Undirected
78,8, 3123,Undirected
79,8, 3447,Undirected
80,8, 3632,Undirected
81,8, 4115,Undirected
82,8, 4272,Undirected
83,9, 2127,Undirected
84,9, 2194,Undirected
85,9, 2493,Undirected
86,9, 3894,Undirected
87,9, 4524,Undirected
88,10, 692,Undirected
89,10, 900,Undirected
90,10, 979,Undirected
91,10, 2101,Undirected
92,10, 2305,Undirected
93,10, 2561,Undirected
94,10, 4054,Undirected
95,10, 4336,Undirected
96,10, 4626,Undirected
97,10, 4802,Undirected
98,11, 32,Undirected
99,11, 1104,Undirected
100,11, 1380,Undirected
101,11, 1771,Undirected
102,11, 1889,Undirected
103,11, 2006,Undirected
104,11, 2334,Undirected
105,11, 2802,Undirected
106,11, 3236,Undirected
107,11, 3574,Undirected
108,12, 153,Undirected
109,12, 290,Undirected
110,12, 1299,Undirected
111,12, 1947,Undirected
112,12, 2660,Undirected
113,12, 2900,Undirected
114,12, 3821,Undirected
115,12, 4729,Undirected
116,12, 4945,Undirected
117,13, 149,Undirected
118,13, 826,Undirected
119,13, 1886,Undirected
120,13, 2057,Undirected
121,13, 2519,Undirected
122,13, 2836,Undirected
123,13, 3364,Undirected
124,14, 589,Undirected
125,14, 854,Undirected
126,14, 1413,Undirected
127,14, 1584,Undirected
128,14, 1921,Undirected
129,14, 2810,Undirected
130,14, 2811,Undirected
131,14, 2928,Undirected
132,14, 3814,Undirected
133,14, 3979,Undirected
134,14, 4008,Undirected
135,14, 4017,Undirected
136,14, 4524,Undirected
137,14, 4528,Undirected
138,15, 402,Undirected
139,15, 512,Undirected
140,15, 656,Undirected
141,15, 819,Undirected
142,15, 1282,Undirected
143,15, 2311,Undirected
144,15, 2321,Undirected
145,15, 2343,Undirected
146,15, 2373,Undirected
147,15, 2568,Undirected
148,15, 2677,Undirected
149,15, 3084,Undirected
150,15, 3600,Undirected
151,15, 3731,Undirected
152,15, 4014,Undirected
153,15, 4352,Undirected
154,15, 4600,Undirected
155,16, 147,Undirected
156,16, 675,Undirected
157,16, 947,Undirected
158,16, 1573,Undirected
159,16, 1842,Undirected
160,16, 3220,Undirected
161,16, 4592,Undirected
162,16, 4777,Undirected
163,16, 4865,Undirected
164,16, 4894,Undirected
165,17, 212,Undirected
166,17, 253,Undirected
167,17, 543,Undirected
168,17, 1626,Undirected
169,17, 1795,Undirected
170,17, 2056,Undirected
