Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,1, 4,Undirected
7,3, 4,Undirected
8,2, 4,Undirected
9,0, 5,Undirected
10,3, 5,Undirected
11,1, 5,Undirected
12,0, 6,Undirected
13,3, 6,Undirected
14,1, 6,Undirected
15,2, 7,Undirected
16,4, 7,Undirected
17,3, 7,Undirected
18,4, 8,Undirected
19,1, 8,Undirected
20,6, 8,Undirected
21,8, 9,Undirected
22,5, 9,Undirected
23,0, 9,Undirected
24,1, 10,Undirected
25,6, 10,Undirected
26,3, 10,Undirected
27,2, 11,Undirected
28,0, 11,Undirected
29,7, 11,Undirected
30,5, 12,Undirected
31,11, 12,Undirected
32,1, 12,Undirected
33,9, 13,Undirected
34,7, 13,Undirected
35,4, 13,Undirected
36,13, 14,Undirected
37,7, 14,Undirected
38,1, 14,Undirected
39,1, 15,Undirected
40,11, 15,Undirected
41,0, 15,Undirected
42,9, 16,Undirected
43,13, 16,Undirected
44,3, 16,Undirected
45,0, 17,Undirected
46,1, 17,Undirected
47,5, 17,Undirected
48,1, 18,Undirected
49,16, 18,Undirected
50,7, 18,Undirected
51,5, 19,Undirected
52,4, 19,Undirected
53,9, 19,Undirected
54,6, 20,Undirected
55,13, 20,Undirected
56,0, 20,Undirected
57,9, 21,Undirected
58,10, 21,Undirected
59,5, 21,Undirected
60,5, 22,Undirected
61,20, 22,Undirected
62,2, 22,Undirected
63,3, 23,Undirected
64,14, 23,Undirected
65,2, 23,Undirected
66,3, 24,Undirected
67,0, 24,Undirected
68,2, 24,Undirected
69,3, 25,Undirected
70,1, 25,Undirected
71,0, 25,Undirected
72,10, 26,Undirected
73,14, 26,Undirected
74,0, 26,Undirected
75,17, 27,Undirected
76,25, 27,Undirected
77,18, 27,Undirected
78,26, 28,Undirected
79,1, 28,Undirected
80,0, 28,Undirected
81,28, 29,Undirected
82,3, 29,Undirected
83,5, 29,Undirected
84,7, 30,Undirected
85,20, 30,Undirected
86,1, 30,Undirected
87,0, 31,Undirected
88,14, 31,Undirected
89,3, 31,Undirected
90,7, 32,Undirected
91,1, 32,Undirected
92,5, 32,Undirected
93,12, 33,Undirected
94,3, 33,Undirected
95,30, 33,Undirected
96,10, 34,Undirected
97,31, 34,Undirected
98,8, 34,Undirected
99,14, 35,Undirected
100,12, 35,Undirected
101,11, 35,Undirected
102,22, 36,Undirected
103,9, 36,Undirected
104,5, 36,Undirected
105,7, 37,Undirected
106,31, 37,Undirected
107,5, 37,Undirected
108,19, 38,Undirected
109,9, 38,Undirected
110,27, 38,Undirected
111,22, 39,Undirected
112,23, 39,Undirected
113,0, 39,Undirected
114,10, 40,Undirected
115,13, 40,Undirected
116,3, 40,Undirected
117,3, 41,Undirected
118,26, 41,Undirected
119,32, 41,Undirected
