Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,3, 4,Undirected
7,2, 4,Undirected
8,1, 4,Undirected
9,2, 5,Undirected
10,1, 5,Undirected
11,3, 5,Undirected
12,1, 6,Undirected
13,5, 6,Undirected
14,3, 6,Undirected
15,0, 7,Undirected
16,1, 7,Undirected
17,3, 7,Undirected
18,4, 8,Undirected
19,5, 8,Undirected
20,7, 8,Undirected
21,4, 9,Undirected
22,2, 9,Undirected
23,1, 9,Undirected
24,1, 10,Undirected
25,3, 10,Undirected
26,8, 10,Undirected
27,8, 11,Undirected
28,1, 11,Undirected
29,5, 11,Undirected
30,3, 12,Undirected
31,4, 12,Undirected
32,2, 12,Undirected
33,10, 13,Undirected
34,11, 13,Undirected
35,1, 13,Undirected
36,6, 14,Undirected
37,1, 14,Undirected
38,13, 14,Undirected
39,3, 15,Undirected
40,13, 15,Undirected
41,1, 15,Undirected
42,14, 16,Undirected
43,1, 16,Undirected
44,10, 16,Undirected
45,1, 17,Undirected
46,11, 17,Undirected
47,8, 17,Undirected
48,8, 18,Undirected
49,1, 18,Undirected
50,7, 18,Undirected
51,15, 19,Undirected
52,5, 19,Undirected
53,10, 19,Undirected
54,13, 20,Undirected
55,1, 20,Undirected
56,10, 20,Undirected
57,1, 21,Undirected
58,2, 21,Undirected
59,13, 21,Undirected
60,7, 22,Undirected
61,13, 22,Undirected
62,3, 22,Undirected
63,12, 23,Undirected
64,4, 23,Undirected
65,7, 23,Undirected
66,1, 24,Undirected
67,8, 24,Undirected
68,4, 24,Undirected
69,4, 25,Undirected
70,13, 25,Undirected
71,16, 25,Undirected
72,13, 26,Undirected
73,15, 26,Undirected
74,1, 26,Undirected
75,2, 27,Undirected
76,0, 27,Undirected
77,6, 27,Undirected
78,13, 28,Undirected
79,2, 28,Undirected
80,4, 28,Undirected
81,1, 29,Undirected
82,15, 29,Undirected
83,8, 29,Undirected
84,4, 30,Undirected
85,7, 30,Undirected
86,11, 30,Undirected
87,2, 31,Undirected
88,4, 31,Undirected
89,5, 31,Undirected
90,16, 32,Undirected
91,13, 32,Undirected
92,5, 32,Undirected
93,16, 33,Undirected
94,0, 33,Undirected
95,31, 33,Undirected
96,23, 34,Undirected
97,13, 34,Undirected
98,0, 34,Undirected
99,21, 35,Undirected
100,8, 35,Undirected
101,13, 35,Undirected
102,14, 36,Undirected
103,29, 36,Undirected
104,10, 36,Undirected
105,16, 37,Undirected
106,10, 37,Undirected
107,15, 37,Undirected
108,8, 38,Undirected
109,16, 38,Undirected
110,9, 38,Undirected
111,19, 39,Undirected
112,20, 39,Undirected
113,32, 39,Undirected
114,1, 40,Undirected
115,29, 40,Undirected
116,15, 40,Undirected
117,23, 41,Undirected
118,25, 41,Undirected
119,1, 41,Undirected
