Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,0, 4,Undirected
7,2, 4,Undirected
8,1, 4,Undirected
9,4, 5,Undirected
10,3, 5,Undirected
11,2, 5,Undirected
12,1, 6,Undirected
13,3, 6,Undirected
14,5, 6,Undirected
15,3, 7,Undirected
16,6, 7,Undirected
17,5, 7,Undirected
18,5, 8,Undirected
19,4, 8,Undirected
20,1, 8,Undirected
21,2, 9,Undirected
22,7, 9,Undirected
23,3, 9,Undirected
24,7, 10,Undirected
25,0, 10,Undirected
26,4, 10,Undirected
27,0, 11,Undirected
28,8, 11,Undirected
29,1, 11,Undirected
30,2, 12,Undirected
31,8, 12,Undirected
32,3, 12,Undirected
33,2, 13,Undirected
34,7, 13,Undirected
35,10, 13,Undirected
36,2, 14,Undirected
37,6, 14,Undirected
38,4, 14,Undirected
39,5, 15,Undirected
40,1, 15,Undirected
41,2, 15,Undirected
42,5, 16,Undirected
43,3, 16,Undirected
44,7, 16,Undirected
45,11, 17,Undirected
46,8, 17,Undirected
47,0, 17,Undirected
48,17, 18,Undirected
49,9, 18,Undirected
50,14, 18,Undirected
51,12, 19,Undirected
52,17, 19,Undirected
53,1, 19,Undirected
54,16, 20,Undirected
55,2, 20,Undirected
56,19, 20,Undirected
57,19, 21,Undirected
58,4, 21,Undirected
59,7, 21,Undirected
60,5, 22,Undirected
61,16, 22,Undirected
62,7, 22,Undirected
63,8, 23,Undirected
64,10, 23,Undirected
65,2, 23,Undirected
66,2, 24,Undirected
67,4, 24,Undirected
68,1, 24,Undirected
69,2, 25,Undirected
70,10, 25,Undirected
71,3, 25,Undirected
72,0, 26,Undirected
73,2, 26,Undirected
74,7, 26,Undirected
75,16, 27,Undirected
76,1, 27,Undirected
77,5, 27,Undirected
78,1, 28,Undirected
79,5, 28,Undirected
80,0, 28,Undirected
81,2, 29,Undirected
82,7, 29,Undirected
83,24, 29,Undirected
84,0, 30,Undirected
85,27, 30,Undirected
86,1, 30,Undirected
87,2, 31,Undirected
88,11, 31,Undirected
89,10, 31,Undirected
90,30, 32,Undirected
91,17, 32,Undirected
92,15, 32,Undirected
93,14, 33,Undirected
94,10, 33,Undirected
95,1, 33,Undirected
96,31, 34,Undirected
97,17, 34,Undirected
98,3, 34,Undirected
99,34, 35,Undirected
100,19, 35,Undirected
101,26, 35,Undirected
102,3, 36,Undirected
103,15, 36,Undirected
104,2, 36,Undirected
105,34, 37,Undirected
106,30, 37,Undirected
107,2, 37,Undirected
108,30, 38,Undirected
109,5, 38,Undirected
110,34, 38,Undirected
111,25, 39,Undirected
112,37, 39,Undirected
113,4, 39,Undirected
114,17, 40,Undirected
115,7, 40,Undirected
116,24, 40,Undirected
117,31, 41,Undirected
118,6, 41,Undirected
119,24, 41,Undirected
