Id,Source,Target

0,2,92
1,11,719
2,13,368
3,15,859
4,16,852
5,17,398
6,17,861
7,18,294
8,18,953
9,19,967
10,24,924
11,25,740
12,28,917
13,29,229
14,30,496
15,32,117
16,32,189
17,38,397
18,38,453
19,38,754
20,39,192
21,42,189
22,42,246
23,43,984
24,45,357
25,47,192
26,49,988
27,52,186
28,56,949
29,60,872
30,65,725
31,65,839
32,71,370
33,75,201
34,75,686
35,76,380
36,76,717
37,76,854
38,76,936
39,77,221
40,77,546
41,87,646
42,87,765
43,92,652
44,92,834
45,95,431
46,95,682
47,107,453
48,108,150
49,108,280
50,117,769
51,117,946
52,121,501
53,121,982
54,123,134
55,123,477
56,126,560
57,130,156
58,130,310
59,131,641
60,137,675
61,141,783
62,142,855
63,142,909
64,150,925
65,152,237
66,153,396
67,153,482
68,153,576
69,153,986
70,155,701
71,156,970
72,157,844
73,160,845
74,161,174
75,165,634
76,166,514
77,169,382
78,170,784
79,172,954
80,173,250
81,175,834
82,177,699
83,183,228
84,183,490
85,184,584
86,188,612
87,190,350
88,196,477
89,197,697
90,201,509
91,204,337
92,205,404
93,216,271
94,218,891
95,220,572
96,226,383
97,233,695
98,234,803
99,239,557
100,240,421
101,242,751
102,248,826
103,250,488
104,253,612
105,253,621
106,254,951
107,256,564
108,257,326
109,258,937
110,263,558
111,265,374
112,267,737
113,272,551
114,277,740
115,285,426
116,285,902
117,288,301
118,291,519
119,293,436
120,293,977
121,297,802
122,301,950
123,304,666
124,305,461
125,307,734
126,314,702
127,314,731
128,319,492
129,330,955
130,332,505
131,333,357
132,335,855
133,339,986
134,341,635
135,346,437
136,347,723
137,351,363
138,352,634
139,354,628
140,354,827
141,357,603
142,357,747
143,357,805
144,361,418
145,366,835
146,367,606
147,369,959
148,370,409
149,372,662
150,376,898
151,379,891
152,391,714
153,391,760
154,393,847
155,394,889
156,396,528
157,398,507
158,398,985
159,399,867
160,408,822
161,411,660
162,418,563
163,418,788
164,418,795
165,422,674
166,422,679
167,422,877
168,423,916
169,432,901
170,433,601
171,434,492
172,435,840
173,437,590
174,450,765
175,468,803
176,473,981
177,474,648
178,477,487
179,482,543
180,488,674
181,494,837
182,497,975
183,502,600
184,514,959
185,516,550
186,521,817
187,532,834
188,542,721
189,554,860
190,555,824
191,578,945
192,583,991
193,588,767
194,591,680
195,594,965
196,602,974
197,612,829
198,615,949
199,628,802
200,630,779
201,638,700
202,655,778
203,658,882
204,670,713
205,672,760
206,674,986
207,675,725
208,683,829
209,692,745
210,694,957
211,695,907
212,709,868
213,711,754
214,723,910
215,724,844
216,740,855
217,752,874
218,754,953
219,763,940
220,778,954
221,779,990
222,788,851
223,811,818
224,813,863
225,814,838
226,829,907
227,842,940
228,864,958
229,868,969
230,879,887
231,885,992
