Id, Source, Target, Type
0,1, 665,Undirected
1,2, 260,Undirected
2,2, 950,Undirected
3,4, 721,Undirected
4,4, 919,Undirected
5,5, 598,Undirected
6,6, 763,Undirected
7,6, 910,Undirected
8,7, 648,Undirected
9,7, 923,Undirected
10,8, 759,Undirected
11,8, 823,Undirected
12,9, 713,Undirected
13,9, 800,Undirected
14,10, 839,Undirected
15,11, 820,Undirected
16,13, 885,Undirected
17,14, 782,Undirected
18,15, 108,Undirected
19,15, 651,Undirected
20,18, 245,Undirected
21,18, 759,Undirected
22,19, 217,Undirected
23,21, 263,Undirected
24,22, 324,Undirected
25,23, 504,Undirected
26,24, 855,Undirected
27,25, 356,Undirected
28,25, 386,Undirected
29,26, 454,Undirected
30,27, 286,Undirected
31,27, 911,Undirected
32,28, 591,Undirected
33,29, 284,Undirected
34,30, 277,Undirected
35,31, 528,Undirected
36,31, 634,Undirected
37,32, 420,Undirected
38,32, 447,Undirected
39,32, 731,Undirected
40,33, 105,Undirected
41,33, 486,Undirected
42,34, 436,Undirected
43,36, 221,Undirected
44,37, 702,Undirected
45,39, 809,Undirected
46,39, 876,Undirected
47,40, 351,Undirected
48,41, 439,Undirected
49,41, 770,Undirected
50,42, 116,Undirected
51,42, 237,Undirected
52,46, 78,Undirected
53,46, 88,Undirected
54,46, 102,Undirected
55,46, 651,Undirected
56,47, 567,Undirected
57,49, 295,Undirected
58,49, 713,Undirected
59,53, 932,Undirected
60,55, 349,Undirected
61,56, 37,Undirected
62,56, 937,Undirected
63,57, 396,Undirected
64,57, 846,Undirected
65,57, 961,Undirected
66,59, 329,Undirected
67,59, 762,Undirected
68,61, 457,Undirected
69,61, 732,Undirected
70,64, 609,Undirected
71,65, 555,Undirected
72,66, 61,Undirected
73,69, 246,Undirected
74,69, 445,Undirected
75,70, 335,Undirected
76,70, 701,Undirected
77,70, 968,Undirected
78,71, 938,Undirected
79,72, 88,Undirected
80,72, 285,Undirected
81,73, 689,Undirected
82,74, 775,Undirected
83,77, 432,Undirected
84,77, 507,Undirected
85,77, 567,Undirected
86,77, 709,Undirected
87,78, 892,Undirected
88,81, 230,Undirected
89,82, 371,Undirected
90,83, 420,Undirected
91,84, 877,Undirected
92,86, 899,Undirected
93,89, 760,Undirected
94,89, 989,Undirected
95,90, 862,Undirected
96,90, 871,Undirected
97,91, 956,Undirected
98,92, 253,Undirected
99,92, 454,Undirected
100,92, 494,Undirected
101,93, 42,Undirected
102,93, 343,Undirected
103,93, 438,Undirected
104,93, 959,Undirected
105,94, 257,Undirected
106,95, 717,Undirected
107,95, 748,Undirected
108,95, 765,Undirected
109,97, 259,Undirected
110,97, 432,Undirected
111,97, 456,Undirected
112,97, 610,Undirected
113,97, 903,Undirected
114,98, 201,Undirected
115,98, 440,Undirected
116,98, 785,Undirected
117,100, 954,Undirected
118,105, 386,Undirected
119,105, 778,Undirected
120,108, 139,Undirected
121,111, 94,Undirected
122,111, 421,Undirected
123,112, 14,Undirected
124,112, 824,Undirected
125,113, 121,Undirected
126,113, 312,Undirected
127,116, 388,Undirected
128,118, 123,Undirected
129,118, 815,Undirected
130,119, 55,Undirected
131,119, 623,Undirected
132,120, 378,Undirected
133,120, 749,Undirected
134,121, 479,Undirected
135,121, 811,Undirected
136,122, 548,Undirected
137,122, 950,Undirected
138,123, 489,Undirected
139,124, 410,Undirected
140,125, 461,Undirected
141,126, 368,Undirected
142,126, 664,Undirected
143,127, 662,Undirected
144,128, 420,Undirected
145,129, 597,Undirected
146,130, 887,Undirected
147,131, 952,Undirected
148,132, 612,Undirected
149,135, 453,Undirected
150,136, 63,Undirected
151,136, 192,Undirected
152,136, 327,Undirected
153,136, 493,Undirected
154,140, 266,Undirected
155,140, 688,Undirected
156,141, 781,Undirected
157,142, 143,Undirected
158,145, 318,Undirected
159,145, 635,Undirected
160,145, 770,Undirected
161,147, 609,Undirected
162,147, 725,Undirected
163,152, 425,Undirected
164,152, 515,Undirected
165,153, 161,Undirected
166,153, 478,Undirected
167,154, 499,Undirected
168,154, 588,Undirected
169,155, 296,Undirected
170,155, 589,Undirected
171,156, 464,Undirected
172,157, 241,Undirected
173,157, 835,Undirected
174,158, 244,Undirected
175,158, 614,Undirected
176,159, 245,Undirected
177,159, 448,Undirected
