Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,0, 4,Undirected
4,1, 2,Undirected
5,1, 3,Undirected
6,1, 4,Undirected
7,2, 3,Undirected
8,2, 4,Undirected
9,3, 4,Undirected
10,1, 5,Undirected
11,3, 5,Undirected
12,2, 5,Undirected
13,4, 5,Undirected
14,2, 6,Undirected
15,1, 6,Undirected
16,3, 6,Undirected
17,4, 6,Undirected
18,5, 7,Undirected
19,2, 7,Undirected
20,6, 7,Undirected
21,1, 7,Undirected
22,1, 8,Undirected
23,7, 8,Undirected
24,6, 8,Undirected
25,5, 8,Undirected
26,7, 9,Undirected
27,1, 9,Undirected
28,6, 9,Undirected
29,5, 9,Undirected
30,6, 10,Undirected
31,4, 10,Undirected
32,8, 10,Undirected
33,2, 10,Undirected
34,9, 11,Undirected
35,7, 11,Undirected
36,5, 11,Undirected
37,6, 11,Undirected
38,11, 12,Undirected
39,1, 12,Undirected
40,2, 12,Undirected
41,9, 12,Undirected
42,7, 13,Undirected
43,3, 13,Undirected
44,12, 13,Undirected
45,5, 13,Undirected
46,6, 14,Undirected
47,5, 14,Undirected
48,2, 14,Undirected
49,13, 14,Undirected
50,12, 15,Undirected
51,11, 15,Undirected
52,4, 15,Undirected
53,1, 15,Undirected
54,9, 16,Undirected
55,11, 16,Undirected
56,5, 16,Undirected
57,6, 16,Undirected
58,1, 17,Undirected
59,7, 17,Undirected
60,2, 17,Undirected
61,3, 17,Undirected
62,1, 18,Undirected
63,4, 18,Undirected
64,10, 18,Undirected
65,11, 18,Undirected
66,16, 19,Undirected
67,6, 19,Undirected
68,1, 19,Undirected
69,7, 19,Undirected
70,7, 20,Undirected
71,16, 20,Undirected
72,15, 20,Undirected
73,12, 20,Undirected
74,9, 21,Undirected
75,4, 21,Undirected
76,1, 21,Undirected
77,12, 21,Undirected
78,11, 22,Undirected
79,7, 22,Undirected
80,1, 22,Undirected
81,8, 22,Undirected
82,18, 23,Undirected
83,11, 23,Undirected
84,17, 23,Undirected
85,8, 23,Undirected
86,8, 24,Undirected
87,7, 24,Undirected
88,18, 24,Undirected
89,14, 24,Undirected
90,10, 25,Undirected
91,20, 25,Undirected
92,6, 25,Undirected
93,18, 25,Undirected
94,13, 26,Undirected
95,2, 26,Undirected
96,8, 26,Undirected
97,6, 26,Undirected
98,11, 27,Undirected
99,25, 27,Undirected
100,15, 27,Undirected
101,12, 27,Undirected
102,1, 28,Undirected
103,24, 28,Undirected
104,11, 28,Undirected
105,4, 28,Undirected
106,0, 29,Undirected
107,6, 29,Undirected
108,7, 29,Undirected
109,10, 29,Undirected
110,11, 30,Undirected
111,14, 30,Undirected
112,16, 30,Undirected
113,13, 30,Undirected
114,2, 31,Undirected
115,14, 31,Undirected
116,4, 31,Undirected
117,17, 31,Undirected
118,30, 32,Undirected
119,17, 32,Undirected
