Id, Source, Target
0,342, 725
1,6, 694
2,24, 55
3,86, 600
4,141, 633
5,203, 567
6,4, 31
7,525, 707
8,586, 732
9,13, 168
10,121, 995
11,37, 678
12,24, 303
13,78, 787
14,106, 372
15,55, 87
16,15, 493
17,12, 755
18,106, 575
19,37, 215
20,292, 946
21,157, 767
22,20, 229
23,123, 279
24,53, 238
25,49, 113
26,17, 293
27,49, 116
28,82, 966
29,12, 406
30,307, 369
31,203, 695
32,29, 106
33,44, 613
34,259, 870
35,10, 42
36,195, 357
37,1, 512
38,151, 483
39,351, 361
40,183, 323
41,62, 480
42,141, 744
43,62, 337
44,69, 798
45,66, 874
46,272, 610
47,373, 791
48,19, 886
49,5, 387
50,17, 185
51,53, 129
52,121, 200
53,34, 402
54,17, 183
55,55, 555
56,12, 243
57,70, 928
58,171, 434
59,26, 54
60,36, 52
61,36, 53
62,1, 733
63,1, 220
64,20, 319
65,167, 305
66,49, 599
67,131, 318
68,7, 454
69,195, 329
70,17, 22
71,17, 20
72,210, 439
73,108, 151
74,12, 44
75,12, 43
76,58, 151
77,62, 429
78,26, 110
79,6, 58
80,227, 820
81,3, 72
82,96, 108
83,412, 624
84,684, 931
85,5, 160
86,1, 351
87,5, 163
88,37, 487
89,1, 647
90,33, 422
91,545, 948
92,3, 891
93,10, 440
94,804, 984
95,81, 109
96,623, 816
97,289, 639
98,404, 466
99,216, 401
100,37, 376
101,74, 588
102,15, 614
103,198, 310
104,59, 521
105,197, 543
106,454, 629
107,435, 892
108,37, 73
109,773, 778
110,32, 130
111,129, 452
112,107, 525
113,144, 221
114,273, 410
115,144, 227
116,27, 237
117,186, 820
118,19, 233
119,65, 479
120,9, 242
121,101, 850
122,246, 651
123,702, 705
124,23, 904
125,856, 920
126,79, 169
127,297, 769
128,208, 247
129,350, 916
130,228, 380
131,149, 193
132,282, 330
133,286, 562
134,7, 282
135,6, 180
136,55, 950
137,11, 844
138,108, 321
139,4, 736
140,65, 502
141,32, 864
142,32, 867
143,723, 981
144,44, 502
145,195, 615
146,30, 1002
147,82, 722
148,23, 38
149,51, 827
150,2, 272
151,528, 678
152,127, 298
153,2, 670
154,93, 436
155,201, 286
156,42, 491
157,86, 659
158,252, 267
159,155, 449
160,92, 111
161,26, 698
162,87, 353
163,150, 956
164,931, 974
165,149, 991
166,264, 354
167,68, 739
168,161, 587
169,772, 788
170,483, 568
171,261, 911
172,7, 195
173,582, 664
174,17, 734
175,195, 502
176,14, 414
177,29, 251
178,856, 945
179,51, 221
180,90, 913
181,10, 726
182,54, 153
183,16, 668
184,158, 664
185,917, 968
186,4, 203
187,43, 521
188,16, 463
189,50, 728
190,55, 979
191,63, 92
192,363, 802
193,136, 497
194,35, 682
195,144, 598
196,297, 508
197,31, 807
198,26, 560
199,1, 583
200,281, 379
201,424, 786
202,21, 262
203,21, 263
204,36, 626
205,35, 843
206,56, 108
207,583, 611
208,348, 396
209,56, 101
210,247, 898
211,613, 865
212,287, 566
213,157, 577
214,24, 537
215,178, 513
216,131, 551
217,322, 552
218,209, 344
219,25, 65
220,417, 902
221,125, 752
222,354, 712
223,50, 615
224,46, 620
225,2, 854
226,2, 16
227,2, 17
228,2, 10
229,2, 12
230,2, 13
231,23, 129
232,609, 813
233,289, 665
234,60, 764
235,134, 890
236,87, 500
237,428, 436
238,428, 435
239,277, 940
240,94, 104
241,36, 555
242,45, 801
243,1, 15
244,1, 14
245,1, 16
246,69, 169
247,1, 10
248,1, 13
249,1, 12
250,788, 927
251,0, 491
252,196, 271
253,107, 320
254,10, 604
255,204, 913
256,51, 552
257,22, 525
258,757, 762
259,469, 849
260,57, 594
261,370, 963
262,18, 567
263,6, 262
264,40, 480
265,74, 933
266,6, 268
267,66, 67
268,530, 766
269,214, 287
270,140, 808
271,24, 48
272,40, 855
273,270, 414
274,77, 586
275,77, 152
276,2, 90
277,195, 298
278,131, 171
279,4, 21
280,33, 983
281,341, 741
282,7, 686
283,186, 515
284,0, 721
285,246, 423
286,50, 448
287,100, 372
288,13, 173
289,50, 445
290,121, 832
291,103, 705
292,13, 176
293,1, 519
294,77, 100
295,11, 101
296,10, 514
297,0, 515
298,115, 429
299,633, 771
300,55, 383
301,103, 158
302,103, 159
303,17, 573
304,305, 884
305,162, 628
306,374, 680
307,61, 81
308,10, 56
309,85, 498
310,69, 239
311,224, 306
312,10, 50
313,83, 912
314,240, 339
315,8, 308
316,34, 383
317,50, 191
318,156, 416
319,206, 296
320,228, 919
321,495, 815
322,10, 173
323,134, 564
324,5, 370
325,12, 525
326,303, 390
327,109, 679
328,12, 252
329,482, 573
330,46, 973
331,162, 243
332,138, 482
333,68, 394
334,76, 857
335,11, 813
336,118, 137
337,537, 828
338,7, 463
339,7, 462
340,24, 265
341,241, 602
342,17, 17
343,922, 934
344,200, 687
345,246, 509
346,17, 18
347,119, 920
348,15, 114
349,34, 45
350,187, 863
351,454, 546
352,55, 415
353,17, 285
354,76, 100
355,121, 300
356,6, 49
357,1, 439
358,30, 696
359,294, 776
360,5, 113
361,5, 112
362,22, 988
363,264, 377
364,1, 656
365,254, 897
366,241, 984
367,642, 780
368,96, 310
369,5, 625
370,239, 850
371,32, 545
372,4, 779
373,107, 366
374,55, 899
375,26, 223
376,293, 548
377,14, 649
378,501, 565
379,59, 530
380,216, 414
381,5, 447
382,14, 646
383,216, 412
384,171, 716
385,36, 882
386,31, 387
387,506, 940
388,287, 305
389,131, 949
390,336, 565
391,258, 990
392,12, 382
393,35, 702
394,749, 806
395,319, 753
396,1, 237
397,34, 567
398,218, 638
399,41, 404
400,99, 600
401,144, 868
402,22, 180
403,22, 181
404,11, 93
405,144, 752
406,5, 12
407,2, 246
408,171, 570
409,147, 303
410,5, 19
411,5, 18
412,473, 529
413,165, 674
414,75, 196
415,19, 346
416,543, 917
417,171, 370
418,8, 52
419,340, 624
420,199, 407
421,8, 54
422,171, 378
423,274, 492
424,0, 13
425,0, 11
426,15, 742
427,15, 743
428,110, 275
429,20, 107
430,0, 18
431,20, 105
432,32, 699
433,44, 518
434,19, 535
435,30, 155
436,9, 414
437,16, 328
438,30, 159
439,58, 458
440,154, 444
441,506, 989
442,2, 690
443,425, 470
444,195, 392
445,50, 848
446,368, 609
447,90, 197
448,60, 959
449,5, 970
450,632, 879
451,7, 761
452,534, 978
453,354, 382
454,242, 859
455,13, 16
456,13, 15
457,82, 602
458,11, 823
459,7, 184
460,195, 572
461,100, 452
462,346, 402
463,13, 19
464,326, 937
465,4, 278
466,954, 975
467,45, 540
468,430, 761
469,178, 181
470,721, 981
471,4, 688
472,30, 205
473,51, 96
474,173, 865
475,51, 98
476,29, 233
477,65, 881
478,33, 771
479,11, 480
480,56, 826
481,79, 390
482,45, 490
483,589, 776
484,144, 508
485,85, 797
486,88, 187
487,26, 575
488,149, 386
489,439, 503
490,26, 576
491,4, 475
492,23, 335
493,246, 632
494,475, 670
495,242, 916
496,20, 31
497,26, 903
498,34, 75
499,19, 790
500,126, 326
501,362, 411
502,13, 351
503,610, 671
504,151, 682
505,56, 137
506,242, 509
507,38, 241
508,116, 233
509,14, 15
510,724, 833
511,5, 638
512,145, 900
513,74, 327
514,50, 667
515,89, 121
516,21, 419
517,7, 872
518,48, 437
519,96, 105
520,320, 865
521,526, 924
522,345, 391
523,21, 898
524,95, 442
525,7, 17
526,145, 346
527,298, 728
528,7, 11
529,6, 322
530,33, 195
531,341, 847
532,315, 635
533,1, 64
534,0, 133
535,1, 66
536,100, 569
537,48, 342
538,69, 151
539,48, 340
540,24, 259
541,115, 786
542,384, 720
543,324, 983
544,324, 986
545,86, 515
546,71, 909
547,57, 477
548,303, 906
549,168, 385
550,6, 53
551,40, 117
552,123, 768
553,77, 541
554,69, 337
555,532, 559
556,17, 762
557,15, 347
558,15, 341
559,18, 710
560,118, 399
561,122, 243
562,145, 822
563,4, 11
564,33, 998
565,4, 14
566,464, 726
567,4, 19
568,316, 389
569,366, 739
570,456, 559
571,22, 36
572,237, 840
573,41, 68
574,172, 589
575,56, 917
576,1, 970
577,97, 286
578,106, 823
579,417, 526
580,121, 535
581,11, 115
582,1, 124
583,94, 862
584,137, 720
585,11, 118
586,44, 824
587,34, 749
588,647, 726
589,519, 880
590,85, 669
591,53, 210
592,143, 291
593,152, 274
594,191, 598
595,46, 219
596,548, 593
597,121, 794
598,210, 213
599,6, 140
600,278, 342
601,10, 63
602,24, 674
603,7, 907
604,496, 642
605,5, 569
606,624, 737
607,109, 443
608,519, 734
609,195, 378
610,333, 544
611,100, 219
612,15, 294
613,127, 730
614,89, 721
615,105, 558
616,325, 454
617,342, 660
618,24, 70
619,66, 896
620,5, 367
621,300, 434
622,690, 998
623,77, 168
624,475, 558
625,66, 890
626,233, 672
627,230, 395
628,88, 587
629,20, 375
630,8, 933
631,5, 580
632,651, 781
