Id, Source, Target, Type
0,2, 231,Undirected
1,3, 298,Undirected
2,3, 419,Undirected
3,7, 296,Undirected
4,9, 190,Undirected
5,9, 436,Undirected
6,10, 319,Undirected
7,10, 452,Undirected
8,12, 106,Undirected
9,14, 137,Undirected
10,16, 144,Undirected
11,17, 123,Undirected
12,20, 252,Undirected
13,20, 282,Undirected
14,21, 451,Undirected
15,24, 220,Undirected
16,28, 34,Undirected
17,29, 10,Undirected
18,32, 231,Undirected
19,33, 128,Undirected
20,33, 298,Undirected
21,35, 321,Undirected
22,36, 120,Undirected
23,38, 375,Undirected
24,41, 343,Undirected
25,43, 240,Undirected
26,45, 296,Undirected
27,47, 269,Undirected
28,48, 180,Undirected
29,49, 125,Undirected
30,51, 423,Undirected
31,53, 112,Undirected
32,57, 41,Undirected
33,57, 306,Undirected
34,58, 123,Undirected
35,60, 43,Undirected
36,60, 317,Undirected
37,67, 253,Undirected
38,67, 421,Undirected
39,69, 200,Undirected
40,72, 72,Undirected
41,77, 318,Undirected
42,77, 472,Undirected
43,79, 211,Undirected
44,81, 374,Undirected
45,82, 100,Undirected
46,84, 311,Undirected
47,85, 369,Undirected
48,87, 199,Undirected
49,87, 458,Undirected
50,88, 461,Undirected
51,89, 27,Undirected
52,89, 65,Undirected
53,92, 160,Undirected
54,92, 173,Undirected
55,93, 82,Undirected
56,94, 236,Undirected
57,101, 282,Undirected
58,108, 175,Undirected
59,110, 262,Undirected
60,111, 497,Undirected
61,112, 135,Undirected
62,116, 301,Undirected
63,116, 318,Undirected
64,132, 483,Undirected
65,133, 377,Undirected
66,138, 144,Undirected
67,139, 251,Undirected
68,142, 47,Undirected
69,143, 264,Undirected
70,145, 354,Undirected
71,145, 400,Undirected
72,148, 351,Undirected
73,148, 448,Undirected
74,151, 166,Undirected
75,155, 35,Undirected
76,155, 51,Undirected
77,157, 38,Undirected
78,165, 394,Undirected
79,167, 83,Undirected
80,170, 158,Undirected
81,170, 320,Undirected
82,174, 196,Undirected
83,174, 297,Undirected
84,175, 331,Undirected
85,175, 498,Undirected
86,179, 311,Undirected
87,180, 214,Undirected
88,181, 284,Undirected
89,184, 37,Undirected
90,186, 31,Undirected
91,192, 201,Undirected
92,194, 142,Undirected
93,197, 305,Undirected
94,198, 302,Undirected
95,198, 445,Undirected
96,200, 236,Undirected
97,210, 492,Undirected
98,211, 324,Undirected
99,213, 181,Undirected
100,218, 428,Undirected
101,218, 493,Undirected
102,219, 98,Undirected
103,219, 293,Undirected
104,220, 176,Undirected
105,220, 400,Undirected
106,221, 133,Undirected
107,221, 362,Undirected
108,222, 489,Undirected
109,225, 10,Undirected
110,225, 72,Undirected
111,225, 141,Undirected
112,225, 328,Undirected
113,226, 372,Undirected
114,227, 132,Undirected
115,227, 229,Undirected
116,228, 461,Undirected
117,229, 181,Undirected
118,234, 325,Undirected
119,236, 49,Undirected
120,241, 397,Undirected
121,246, 276,Undirected
122,248, 375,Undirected
123,249, 487,Undirected
124,250, 279,Undirected
125,254, 215,Undirected
126,255, 151,Undirected
127,256, 86,Undirected
128,256, 146,Undirected
129,260, 406,Undirected
130,262, 181,Undirected
131,263, 295,Undirected
132,267, 66,Undirected
133,268, 210,Undirected
134,269, 182,Undirected
135,271, 453,Undirected
136,273, 238,Undirected
137,273, 264,Undirected
138,273, 269,Undirected
139,273, 490,Undirected
140,279, 230,Undirected
141,281, 175,Undirected
142,284, 297,Undirected
143,285, 29,Undirected
144,285, 371,Undirected
145,288, 126,Undirected
146,288, 288,Undirected
147,289, 419,Undirected
148,291, 51,Undirected
149,291, 406,Undirected
150,295, 272,Undirected
151,296, 400,Undirected
152,299, 393,Undirected
153,302, 441,Undirected
154,303, 290,Undirected
155,305, 27,Undirected
156,306, 239,Undirected
157,307, 212,Undirected
158,308, 220,Undirected
159,310, 152,Undirected
160,311, 77,Undirected
161,313, 264,Undirected
162,315, 140,Undirected
163,318, 121,Undirected
164,319, 106,Undirected
165,325, 278,Undirected
166,327, 444,Undirected
167,331, 124,Undirected
168,331, 351,Undirected
169,332, 279,Undirected
170,336, 287,Undirected
171,337, 244,Undirected
172,339, 384,Undirected
173,340, 85,Undirected
174,344, 276,Undirected
175,346, 177,Undirected
176,347, 140,Undirected
177,348, 201,Undirected
178,351, 264,Undirected
179,351, 456,Undirected
180,353, 319,Undirected
181,357, 352,Undirected
182,357, 484,Undirected
183,360, 113,Undirected
184,362, 286,Undirected
185,365, 201,Undirected
186,365, 394,Undirected
187,365, 436,Undirected
188,366, 402,Undirected
189,367, 89,Undirected
190,369, 162,Undirected
191,371, 180,Undirected
192,371, 258,Undirected
193,372, 166,Undirected
194,374, 363,Undirected
195,380, 329,Undirected
196,387, 194,Undirected
197,389, 142,Undirected
198,392, 397,Undirected
199,394, 484,Undirected
200,396, 96,Undirected
201,398, 427,Undirected
202,399, 420,Undirected
203,399, 438,Undirected
204,402, 251,Undirected
205,403, 153,Undirected
206,403, 308,Undirected
207,403, 332,Undirected
208,404, 330,Undirected
209,405, 266,Undirected
210,406, 244,Undirected
211,406, 363,Undirected
212,407, 396,Undirected
213,411, 6,Undirected
214,412, 484,Undirected
215,414, 103,Undirected
216,416, 468,Undirected
217,419, 206,Undirected
218,422, 226,Undirected
219,422, 352,Undirected
220,426, 419,Undirected
221,429, 143,Undirected
222,429, 467,Undirected
223,431, 214,Undirected
224,431, 487,Undirected
225,437, 483,Undirected
226,438, 39,Undirected
227,439, 302,Undirected
228,440, 478,Undirected
229,443, 70,Undirected
230,446, 461,Undirected
231,446, 490,Undirected
