Id, Probabilidad
0, 42
1, 16
2, 49
3, 37
4, 57
5, 73
6, 53
7, 76
8, 37
9, 24
10, 41
11, 41
12, 41
13, 29
14, 16
15, 9
16, 17
17, 27
18, 26
19, 10
20, 18
21, 25
22, 26
23, 15
24, 7
25, 25
26, 34
27, 12
28, 11
29, 32
30, 10
31, 21
32, 10
33, 26
34, 11
35, 21
36, 15
37, 12
38, 17
39, 18
40, 21
41, 11
42, 11
43, 11
44, 27
45, 33
46, 31
47, 11
48, 8
49, 11
50, 5
51, 8
52, 27
53, 14
54, 9
55, 13
56, 13
57, 8
58, 9
59, 33
60, 9
61, 11
62, 10
63, 12
64, 6
65, 13
66, 17
67, 15
68, 11
69, 13
70, 11
71, 15
72, 5
73, 7
74, 11
75, 15
76, 8
77, 8
78, 7
79, 7
80, 13
81, 10
82, 8
83, 17
84, 11
85, 10
86, 13
87, 11
88, 16
89, 10
90, 6
91, 7
92, 7
93, 8
94, 9
95, 6
96, 8
97, 10
98, 10
99, 13
100, 8
101, 7
102, 4
103, 14
104, 8
105, 9
106, 5
107, 6
108, 7
109, 9
110, 12
111, 5
112, 9
113, 6
114, 7
115, 8
116, 7
117, 10
118, 6
119, 13
120, 10
121, 9
122, 9
123, 12
124, 8
125, 7
126, 5
127, 6
128, 6
129, 5
130, 5
131, 13
132, 6
133, 10
134, 7
135, 7
136, 6
137, 4
138, 6
139, 7
140, 7
141, 6
142, 10
143, 10
144, 10
145, 10
146, 8
147, 6
148, 5
149, 4
150, 7
151, 9
152, 5
153, 5
154, 8
155, 5
156, 5
157, 5
158, 6
159, 7
160, 9
161, 6
162, 6
163, 10
164, 7
165, 12
166, 6
167, 11
168, 9
169, 8
170, 7
171, 8
172, 7
173, 8
174, 5
175, 7
176, 6
177, 6
178, 6
179, 6
180, 5
181, 8
182, 4
183, 6
184, 10
185, 5
186, 6
187, 5
188, 4
189, 6
190, 10
191, 4
192, 6
193, 5
194, 5
195, 7
196, 5
197, 10
198, 7
199, 4
200, 8
201, 9
202, 7
203, 4
204, 5
205, 5
206, 7
207, 7
208, 6
209, 9
210, 7
211, 5
212, 6
213, 5
214, 10
215, 8
216, 6
217, 8
218, 10
219, 9
220, 5
221, 7
222, 7
223, 4
224, 4
225, 6
226, 4
227, 4
228, 6
229, 8
230, 4
231, 5
232, 5
233, 8
234, 6
235, 7
236, 5
237, 4
238, 10
239, 4
240, 7
241, 7
242, 4
243, 5
244, 7
245, 5
246, 6
247, 6
248, 7
249, 5
250, 4
251, 5
252, 6
253, 4
254, 9
255, 5
256, 5
257, 5
258, 4
259, 5
260, 5
261, 5
262, 4
263, 6
264, 6
265, 4
266, 4
267, 6
268, 4
269, 5
270, 4
271, 5
272, 5
273, 6
274, 5
275, 9
276, 4
277, 7
278, 5
279, 5
280, 5
281, 5
282, 6
283, 5
284, 7
285, 6
286, 5
287, 5
288, 5
289, 4
290, 4
291, 5
292, 4
293, 4
294, 5
295, 5
296, 6
297, 7
298, 5
299, 5
300, 4
301, 6
302, 4
303, 4
304, 4
305, 5
306, 4
307, 4
308, 4
309, 5
310, 4
311, 8
312, 4
313, 7
314, 4
315, 4
316, 4
317, 4
318, 6
319, 5
320, 4
321, 6
322, 5
323, 5
324, 4
325, 5
326, 6
327, 6
328, 5
329, 5
330, 4
331, 7
332, 5
333, 4
334, 4
335, 4
336, 4
337, 4
338, 6
339, 6
340, 4
341, 5
342, 4
343, 5
344, 5
345, 6
346, 4
347, 4
348, 4
349, 6
350, 4
351, 4
352, 5
353, 4
354, 6
355, 5
356, 5
357, 5
358, 4
359, 4
360, 5
361, 5
362, 4
363, 4
364, 4
365, 5
366, 4
367, 5
368, 4
369, 5
370, 5
371, 4
372, 6
373, 4
374, 4
375, 4
376, 7
377, 4
378, 4
379, 5
380, 7
381, 4
382, 4
383, 4
384, 5
385, 5
386, 4
387, 5
388, 4
389, 8
390, 4
391, 4
392, 4
393, 5
394, 4
395, 4
396, 5
397, 5
398, 4
399, 5
400, 4
401, 4
402, 5
403, 4
404, 4
405, 4
406, 4
407, 4
408, 4
409, 4
410, 4
411, 4
412, 4
413, 5
414, 4
415, 5
416, 4
417, 4
418, 6
419, 4
420, 4
421, 6
422, 4
423, 4
424, 4
425, 4
426, 4
427, 4
428, 4
429, 4
430, 4
431, 7
432, 4
433, 4
434, 4
435, 4
436, 4
437, 5
438, 4
439, 4
440, 4
441, 6
442, 5
443, 4
444, 4
445, 6
446, 4
447, 4
448, 4
449, 4
450, 4
451, 4
452, 4
453, 4
454, 4
455, 4
456, 4
457, 4
458, 4
459, 4
460, 4
461, 4
462, 5
463, 4
464, 4
465, 4
466, 4
467, 6
468, 4
469, 5
470, 4
471, 5
472, 4
473, 4
474, 4
475, 5
476, 4
477, 4
478, 4
479, 4
480, 5
481, 4
482, 4
483, 4
484, 4
485, 4
486, 4
487, 4
488, 4
489, 4
490, 4
491, 4
492, 4
493, 4
494, 4
495, 4
496, 4
497, 4
498, 4
499, 4
500, 4
501, 4
502, 4
503, 4
504, 4
