Id,Source,Target

0,0,21
1,0,68
2,0,84
3,0,209
4,0,451
5,0,470
6,0,523
7,0,603
8,0,704
9,0,756
10,0,929
11,1,66
12,1,121
13,1,209
14,1,528
15,1,544
16,1,676
17,1,689
18,1,794
19,1,808
20,1,857
21,2,177
22,2,424
23,2,486
24,2,604
25,2,779
26,2,807
27,2,931
28,3,229
29,3,300
30,3,327
31,3,404
32,3,410
33,3,589
34,3,611
35,3,777
36,3,800
37,3,943
38,4,67
39,4,87
40,4,96
41,4,117
42,4,119
43,4,194
44,4,213
45,4,378
46,4,532
47,4,558
48,4,878
49,4,961
50,5,196
51,5,212
52,5,231
53,5,427
54,5,696
55,5,869
56,5,975
57,6,45
58,6,218
59,6,267
60,6,789
61,6,814
62,6,879
63,6,931
64,7,35
65,7,120
66,7,330
67,7,494
68,7,503
69,7,551
70,7,580
71,7,615
72,7,752
73,7,763
74,7,825
75,7,857
76,7,872
77,7,882
78,8,76
79,8,213
80,8,258
81,8,269
82,8,517
83,8,598
84,8,661
85,8,798
86,8,884
87,8,909
88,8,917
89,9,160
90,9,286
91,9,358
92,9,494
93,9,585
94,9,772
95,9,898
96,9,963
97,10,31
98,10,129
99,10,146
100,10,221
101,10,230
102,10,385
103,10,404
104,10,607
105,10,728
106,10,853
107,11,112
108,11,142
109,11,155
110,11,232
111,11,353
112,11,523
113,11,788
114,11,888
115,11,984
116,12,100
117,12,263
118,12,284
119,12,372
120,12,502
121,12,627
122,12,761
123,13,78
124,13,286
125,13,431
126,13,511
127,13,529
128,13,697
129,13,704
130,13,757
131,13,893
132,14,116
133,14,370
134,14,524
135,14,731
136,14,736
137,14,833
138,14,945
139,15,44
140,15,177
141,15,198
142,15,325
143,15,453
144,15,472
145,15,628
146,15,646
147,15,688
148,15,765
149,15,789
150,15,862
151,15,922
152,16,73
153,16,98
154,16,195
155,16,236
156,16,320
157,16,419
158,16,633
159,16,829
160,17,21
161,17,79
162,17,116
163,17,212
164,17,238
165,17,314
166,17,541
167,17,587
168,17,603
169,17,674
170,17,720
171,17,934
172,17,987
173,18,91
174,18,389
175,18,410
176,18,476
177,18,502
178,18,602
179,18,709
180,18,766
181,18,849
182,18,852
183,18,992
184,19,171
185,19,331
186,19,456
187,19,522
188,19,598
189,19,601
190,19,652
191,19,680
192,19,945
193,19,992
194,20,22
195,20,180
196,20,350
197,20,396
198,20,443
199,20,830
200,20,834
201,20,893
202,20,920
203,20,956
204,20,978
205,21,49
206,21,89
207,21,227
208,21,235
209,21,255
210,21,455
211,21,573
212,21,652
213,21,667
214,21,813
215,21,879
216,21,967
217,22,61
218,22,208
219,22,303
220,22,366
221,22,523
222,22,610
223,22,808
224,22,891
225,23,31
226,23,101
227,23,119
228,23,244
229,23,327
230,23,391
231,23,395
232,23,595
233,23,613
234,23,647
235,23,860
236,24,79
237,24,86
238,24,186
239,24,219
240,24,225
241,24,433
242,24,449
243,24,482
244,24,525
245,24,731
246,24,759
247,24,877
248,24,928
249,25,40
250,25,44
251,25,45
252,25,122
253,25,213
254,25,354
255,25,585
256,25,607
257,25,665
258,26,30
259,26,41
260,26,62
261,26,149
262,26,153
263,26,345
264,26,476
265,26,598
266,26,605
267,26,668
268,27,64
269,27,97
270,27,243
271,27,280
272,27,311
273,27,321
274,27,381
275,27,496
276,27,788
277,27,818
278,27,916
279,27,993
280,28,149
281,28,160
282,28,167
283,28,170
284,28,293
285,28,299
286,28,445
287,28,680
288,28,731
289,28,856
290,28,866
291,28,912
292,29,34
293,29,117
294,29,150
295,29,411
296,29,476
297,29,800
298,29,816
299,29,836
300,30,190
301,30,485
302,30,602
303,30,645
304,30,726
305,30,776
306,30,862
307,31,284
308,31,343
309,31,527
310,31,661
311,31,700
312,31,801
313,31,995
314,32,174
315,32,325
316,32,420
317,32,670
318,32,716
319,32,759
320,32,783
321,32,786
322,32,878
323,33,95
324,33,135
325,33,169
326,33,299
327,33,379
328,33,742
329,34,422
330,34,508
331,34,545
332,34,604
333,34,701
334,34,767
335,34,868
336,34,919
337,35,400
338,35,445
339,35,503
340,35,558
341,35,683
342,35,716
343,35,745
344,35,888
345,36,470
346,36,560
347,36,628
348,36,815
349,36,863
350,37,303
351,37,307
352,37,420
353,37,421
354,37,528
355,37,536
356,37,579
357,37,584
