Id, Source, Target, Type
0,0, 435,Undirected
1,1, 246,Undirected
2,3, 272,Undirected
3,3, 466,Undirected
4,4, 221,Undirected
5,5, 443,Undirected
6,6, 247,Undirected
7,6, 258,Undirected
8,7, 101,Undirected
9,8, 66,Undirected
10,8, 488,Undirected
11,12, 312,Undirected
12,13, 37,Undirected
13,14, 79,Undirected
14,14, 234,Undirected
15,15, 11,Undirected
16,15, 55,Undirected
17,16, 95,Undirected
18,17, 331,Undirected
19,18, 224,Undirected
20,18, 351,Undirected
21,18, 444,Undirected
22,19, 190,Undirected
23,19, 266,Undirected
24,22, 431,Undirected
25,24, 477,Undirected
26,25, 293,Undirected
27,26, 108,Undirected
28,26, 349,Undirected
29,27, 363,Undirected
30,28, 90,Undirected
31,28, 412,Undirected
32,29, 26,Undirected
33,30, 18,Undirected
34,30, 59,Undirected
35,32, 147,Undirected
36,34, 342,Undirected
37,35, 23,Undirected
38,35, 341,Undirected
39,37, 238,Undirected
40,40, 59,Undirected
41,41, 85,Undirected
42,41, 88,Undirected
43,41, 474,Undirected
44,45, 129,Undirected
45,45, 378,Undirected
46,46, 389,Undirected
47,47, 78,Undirected
48,47, 105,Undirected
49,48, 248,Undirected
50,49, 187,Undirected
51,53, 270,Undirected
52,55, 30,Undirected
53,55, 150,Undirected
54,56, 372,Undirected
55,56, 374,Undirected
56,59, 82,Undirected
57,59, 122,Undirected
58,60, 42,Undirected
59,60, 217,Undirected
60,61, 258,Undirected
61,61, 437,Undirected
62,62, 224,Undirected
63,63, 476,Undirected
64,65, 9,Undirected
65,65, 246,Undirected
66,66, 178,Undirected
67,66, 281,Undirected
68,67, 10,Undirected
69,67, 221,Undirected
70,68, 188,Undirected
71,68, 299,Undirected
72,69, 218,Undirected
73,69, 386,Undirected
74,70, 12,Undirected
75,70, 62,Undirected
76,72, 304,Undirected
77,73, 108,Undirected
78,73, 258,Undirected
79,73, 436,Undirected
80,74, 252,Undirected
81,74, 431,Undirected
82,75, 416,Undirected
83,77, 177,Undirected
84,78, 15,Undirected
85,78, 275,Undirected
86,79, 314,Undirected
87,80, 393,Undirected
88,82, 280,Undirected
89,82, 295,Undirected
90,84, 66,Undirected
91,84, 392,Undirected
92,85, 233,Undirected
93,87, 29,Undirected
94,89, 32,Undirected
95,89, 40,Undirected
96,89, 323,Undirected
97,89, 404,Undirected
98,90, 165,Undirected
99,90, 402,Undirected
100,92, 297,Undirected
101,94, 449,Undirected
102,95, 343,Undirected
103,96, 213,Undirected
104,96, 421,Undirected
