Id, Source, Target, Type
0,1, 520,Undirected
1,2, 697,Undirected
2,3, 291,Undirected
3,3, 298,Undirected
4,3, 934,Undirected
5,3, 994,Undirected
6,4, 42,Undirected
7,5, 194,Undirected
8,5, 659,Undirected
9,8, 752,Undirected
10,8, 930,Undirected
11,9, 22,Undirected
12,9, 751,Undirected
13,11, 270,Undirected
14,11, 315,Undirected
15,14, 775,Undirected
16,15, 164,Undirected
17,15, 929,Undirected
18,16, 933,Undirected
19,17, 167,Undirected
20,17, 773,Undirected
21,18, 468,Undirected
22,20, 574,Undirected
23,21, 74,Undirected
24,21, 234,Undirected
25,23, 437,Undirected
26,24, 42,Undirected
27,26, 139,Undirected
28,28, 221,Undirected
29,32, 290,Undirected
30,32, 518,Undirected
31,33, 901,Undirected
32,34, 286,Undirected
33,34, 702,Undirected
34,35, 656,Undirected
35,36, 339,Undirected
36,37, 725,Undirected
37,38, 985,Undirected
38,39, 402,Undirected
39,40, 283,Undirected
40,42, 192,Undirected
41,42, 375,Undirected
42,45, 286,Undirected
43,45, 581,Undirected
44,46, 111,Undirected
45,46, 880,Undirected
46,47, 540,Undirected
47,49, 42,Undirected
48,49, 425,Undirected
49,49, 449,Undirected
50,50, 216,Undirected
51,52, 407,Undirected
52,52, 494,Undirected
53,53, 20,Undirected
54,53, 509,Undirected
55,53, 811,Undirected
56,53, 897,Undirected
57,54, 121,Undirected
58,56, 377,Undirected
59,57, 61,Undirected
60,57, 329,Undirected
61,60, 161,Undirected
62,61, 270,Undirected
63,61, 482,Undirected
64,62, 958,Undirected
65,63, 116,Undirected
66,65, 883,Undirected
67,67, 672,Undirected
68,68, 755,Undirected
69,70, 374,Undirected
70,70, 418,Undirected
71,72, 331,Undirected
72,72, 501,Undirected
73,72, 600,Undirected
74,73, 348,Undirected
75,73, 710,Undirected
76,74, 858,Undirected
77,74, 925,Undirected
78,76, 479,Undirected
79,77, 588,Undirected
80,78, 705,Undirected
81,79, 189,Undirected
82,79, 324,Undirected
83,79, 353,Undirected
84,82, 246,Undirected
85,83, 220,Undirected
86,84, 199,Undirected
87,85, 704,Undirected
88,87, 968,Undirected
89,88, 409,Undirected
90,89, 562,Undirected
91,89, 887,Undirected
92,92, 835,Undirected
93,93, 593,Undirected
94,93, 887,Undirected
95,95, 389,Undirected
96,96, 495,Undirected
97,96, 642,Undirected
98,97, 157,Undirected
99,97, 265,Undirected
100,98, 712,Undirected
101,99, 45,Undirected
102,99, 54,Undirected
103,99, 152,Undirected
104,99, 632,Undirected
105,103, 677,Undirected
106,103, 794,Undirected
107,103, 887,Undirected
108,104, 87,Undirected
109,104, 206,Undirected
110,105, 682,Undirected
111,106, 113,Undirected
112,106, 532,Undirected
113,107, 927,Undirected
114,109, 890,Undirected
115,111, 270,Undirected
116,111, 484,Undirected
117,111, 529,Undirected
118,111, 597,Undirected
119,111, 905,Undirected
120,113, 523,Undirected
121,113, 713,Undirected
122,113, 810,Undirected
123,113, 826,Undirected
124,116, 267,Undirected
125,117, 727,Undirected
126,117, 822,Undirected
127,118, 548,Undirected
128,119, 726,Undirected
129,119, 923,Undirected
130,121, 304,Undirected
