Id, Source, Target, Type
0,1, 722,Undirected
1,4, 741,Undirected
2,5, 309,Undirected
3,7, 484,Undirected
4,8, 34,Undirected
5,8, 835,Undirected
6,9, 393,Undirected
7,10, 174,Undirected
8,14, 612,Undirected
9,14, 773,Undirected
10,14, 869,Undirected
11,18, 25,Undirected
12,18, 530,Undirected
13,19, 443,Undirected
14,19, 577,Undirected
15,19, 594,Undirected
16,20, 23,Undirected
17,20, 116,Undirected
18,20, 554,Undirected
19,21, 556,Undirected
20,21, 681,Undirected
21,22, 221,Undirected
22,23, 624,Undirected
23,24, 16,Undirected
24,28, 35,Undirected
25,29, 568,Undirected
26,29, 934,Undirected
27,30, 49,Undirected
28,32, 329,Undirected
29,32, 344,Undirected
30,33, 347,Undirected
31,36, 800,Undirected
32,36, 927,Undirected
33,38, 81,Undirected
34,38, 222,Undirected
35,39, 554,Undirected
36,39, 960,Undirected
37,40, 227,Undirected
38,41, 634,Undirected
39,45, 238,Undirected
40,45, 369,Undirected
41,46, 222,Undirected
42,47, 523,Undirected
43,47, 989,Undirected
44,48, 354,Undirected
45,48, 374,Undirected
46,48, 977,Undirected
47,49, 203,Undirected
48,49, 426,Undirected
49,52, 338,Undirected
50,52, 541,Undirected
51,52, 854,Undirected
52,55, 944,Undirected
53,55, 968,Undirected
54,56, 137,Undirected
55,57, 261,Undirected
56,57, 506,Undirected
57,57, 996,Undirected
58,58, 316,Undirected
59,58, 625,Undirected
60,58, 694,Undirected
61,60, 182,Undirected
62,61, 641,Undirected
63,62, 881,Undirected
64,63, 23,Undirected
65,63, 434,Undirected
66,63, 469,Undirected
67,63, 965,Undirected
68,63, 967,Undirected
69,65, 404,Undirected
70,65, 488,Undirected
71,66, 991,Undirected
72,67, 852,Undirected
73,68, 177,Undirected
74,68, 202,Undirected
75,68, 825,Undirected
76,70, 268,Undirected
77,70, 317,Undirected
78,71, 488,Undirected
79,71, 818,Undirected
80,71, 850,Undirected
81,73, 175,Undirected
82,75, 479,Undirected
83,75, 935,Undirected
84,77, 204,Undirected
85,78, 547,Undirected
86,79, 46,Undirected
87,82, 575,Undirected
88,83, 697,Undirected
89,83, 796,Undirected
90,84, 35,Undirected
91,85, 199,Undirected
92,85, 707,Undirected
93,85, 817,Undirected
94,86, 646,Undirected
95,87, 278,Undirected
96,89, 390,Undirected
97,89, 483,Undirected
98,89, 690,Undirected
99,90, 353,Undirected
100,91, 506,Undirected
101,92, 620,Undirected
102,93, 347,Undirected
103,93, 763,Undirected
104,95, 77,Undirected
105,97, 215,Undirected
106,98, 186,Undirected
107,98, 346,Undirected
108,99, 103,Undirected
109,100, 119,Undirected
110,100, 848,Undirected
111,101, 383,Undirected
112,102, 600,Undirected
113,104, 134,Undirected
114,105, 111,Undirected
115,105, 581,Undirected
116,106, 972,Undirected
117,107, 53,Undirected
118,107, 825,Undirected
119,108, 102,Undirected
120,109, 496,Undirected
121,109, 607,Undirected
122,109, 788,Undirected
123,110, 246,Undirected
124,111, 433,Undirected
125,112, 117,Undirected
126,112, 735,Undirected
127,116, 265,Undirected
128,116, 608,Undirected
129,116, 926,Undirected
130,117, 498,Undirected
131,117, 760,Undirected
132,117, 808,Undirected
133,117, 843,Undirected
134,118, 759,Undirected
135,119, 191,Undirected
136,119, 358,Undirected
137,121, 894,Undirected
138,124, 303,Undirected
139,125, 538,Undirected
140,126, 50,Undirected
141,126, 944,Undirected
142,127, 408,Undirected
143,128, 303,Undirected
144,130, 296,Undirected
145,131, 123,Undirected
146,132, 394,Undirected
147,132, 619,Undirected
148,135, 491,Undirected
149,137, 365,Undirected
150,139, 926,Undirected
151,140, 366,Undirected
152,140, 418,Undirected
153,141, 41,Undirected
154,141, 427,Undirected
155,141, 773,Undirected
156,141, 786,Undirected
157,143, 959,Undirected
158,144, 836,Undirected
159,145, 798,Undirected
160,148, 177,Undirected
161,148, 373,Undirected
162,148, 806,Undirected
163,150, 145,Undirected
164,151, 867,Undirected
165,152, 279,Undirected
166,152, 620,Undirected
167,154, 763,Undirected
168,156, 616,Undirected
169,157, 468,Undirected
170,159, 180,Undirected
171,159, 813,Undirected
172,162, 932,Undirected
173,163, 669,Undirected
174,165, 213,Undirected
175,166, 174,Undirected
176,167, 22,Undirected
177,169, 91,Undirected
178,169, 296,Undirected
179,169, 734,Undirected
180,170, 167,Undirected
181,172, 554,Undirected
182,172, 689,Undirected
183,172, 828,Undirected
184,174, 550,Undirected
185,174, 687,Undirected
186,174, 746,Undirected
187,174, 787,Undirected
188,178, 89,Undirected
189,179, 315,Undirected
190,180, 382,Undirected
191,181, 212,Undirected
192,183, 365,Undirected
193,183, 500,Undirected
194,183, 577,Undirected
195,184, 423,Undirected
196,185, 903,Undirected
197,186, 484,Undirected
198,187, 47,Undirected
199,187, 98,Undirected
200,187, 113,Undirected
201,187, 220,Undirected
202,188, 979,Undirected
203,189, 768,Undirected
204,190, 604,Undirected
205,190, 714,Undirected
206,191, 979,Undirected
207,193, 630,Undirected
208,195, 681,Undirected
209,196, 59,Undirected
210,200, 978,Undirected
211,201, 53,Undirected
212,202, 116,Undirected
213,203, 218,Undirected
214,206, 575,Undirected
215,208, 976,Undirected
216,210, 456,Undirected
217,210, 721,Undirected
218,210, 833,Undirected
219,211, 637,Undirected
220,211, 859,Undirected
221,219, 759,Undirected
222,220, 491,Undirected
223,221, 117,Undirected
224,221, 427,Undirected
225,222, 553,Undirected
226,222, 823,Undirected
227,223, 35,Undirected
228,223, 842,Undirected
229,224, 812,Undirected
230,226, 559,Undirected
231,227, 695,Undirected
232,228, 301,Undirected
233,230, 982,Undirected
234,231, 82,Undirected
235,232, 599,Undirected
