Id, Source, Target, Type
0,0, 184,Undirected
1,0, 335,Undirected
2,0, 337,Undirected
3,0, 593,Undirected
4,0, 1196,Undirected
5,0, 1616,Undirected
6,0, 2155,Undirected
7,0, 2741,Undirected
8,1, 28,Undirected
9,1, 182,Undirected
10,1, 643,Undirected
11,1, 1067,Undirected
12,1, 1866,Undirected
13,1, 1957,Undirected
14,1, 2218,Undirected
15,1, 2720,Undirected
16,1, 2934,Undirected
17,1, 3242,Undirected
18,1, 3666,Undirected
19,1, 3764,Undirected
20,2, 64,Undirected
21,2, 960,Undirected
22,2, 1149,Undirected
23,2, 1595,Undirected
24,2, 2137,Undirected
25,2, 3136,Undirected
26,2, 3752,Undirected
27,2, 4422,Undirected
28,2, 4428,Undirected
29,2, 4701,Undirected
30,3, 59,Undirected
31,3, 279,Undirected
32,3, 462,Undirected
33,3, 491,Undirected
34,3, 1013,Undirected
35,3, 1633,Undirected
36,3, 2068,Undirected
37,3, 2176,Undirected
38,3, 2946,Undirected
39,3, 3072,Undirected
40,3, 3211,Undirected
41,3, 3380,Undirected
42,3, 3493,Undirected
43,3, 3616,Undirected
44,3, 4431,Undirected
45,3, 4932,Undirected
46,4, 242,Undirected
47,4, 569,Undirected
48,4, 651,Undirected
49,4, 807,Undirected
50,4, 1065,Undirected
51,4, 1132,Undirected
52,4, 1709,Undirected
53,4, 1749,Undirected
54,4, 1972,Undirected
55,4, 2141,Undirected
56,4, 2208,Undirected
57,4, 2700,Undirected
58,4, 2747,Undirected
59,4, 2904,Undirected
60,4, 3461,Undirected
61,5, 653,Undirected
62,5, 923,Undirected
63,5, 1054,Undirected
64,5, 1583,Undirected
65,5, 2733,Undirected
66,5, 2942,Undirected
67,5, 3238,Undirected
68,6, 204,Undirected
69,6, 1194,Undirected
70,6, 1457,Undirected
71,6, 1478,Undirected
72,6, 1704,Undirected
73,6, 1823,Undirected
74,6, 2796,Undirected
75,6, 3516,Undirected
76,7, 33,Undirected
77,7, 1339,Undirected
78,7, 1423,Undirected
79,7, 1868,Undirected
80,7, 2009,Undirected
81,7, 2627,Undirected
82,7, 3195,Undirected
83,7, 3343,Undirected
84,7, 3351,Undirected
85,7, 4045,Undirected
86,7, 4826,Undirected
87,7, 4991,Undirected
88,8, 155,Undirected
89,8, 283,Undirected
90,8, 1288,Undirected
91,8, 1395,Undirected
92,8, 1512,Undirected
93,8, 2049,Undirected
94,8, 2211,Undirected
95,8, 2294,Undirected
96,8, 4410,Undirected
97,8, 4522,Undirected
98,9, 549,Undirected
99,9, 1782,Undirected
100,9, 1804,Undirected
101,9, 2028,Undirected
102,9, 2242,Undirected
103,9, 2320,Undirected
104,9, 2512,Undirected
105,9, 2603,Undirected
106,9, 3386,Undirected
107,9, 3661,Undirected
108,9, 4271,Undirected
109,9, 4646,Undirected
110,10, 100,Undirected
111,10, 1718,Undirected
112,10, 2018,Undirected
113,10, 2615,Undirected
114,11, 90,Undirected
115,11, 1277,Undirected
116,11, 1280,Undirected
117,11, 2449,Undirected
118,11, 2501,Undirected
119,11, 2652,Undirected
120,11, 3688,Undirected
121,11, 4510,Undirected
122,11, 4866,Undirected
123,12, 198,Undirected
124,12, 670,Undirected
125,12, 1704,Undirected
126,12, 2201,Undirected
127,12, 2268,Undirected
128,12, 2366,Undirected
129,12, 2466,Undirected
130,12, 3717,Undirected
131,12, 4430,Undirected
132,13, 346,Undirected
133,13, 644,Undirected
134,13, 918,Undirected
135,13, 1234,Undirected
136,13, 1563,Undirected
137,13, 2267,Undirected
138,13, 2401,Undirected
139,13, 2471,Undirected
140,13, 3487,Undirected
141,13, 4294,Undirected
142,14, 179,Undirected
143,14, 283,Undirected
144,14, 295,Undirected
145,14, 1165,Undirected
146,14, 1366,Undirected
147,14, 1814,Undirected
148,14, 1948,Undirected
149,14, 2134,Undirected
150,14, 2220,Undirected
151,14, 2478,Undirected
152,14, 2888,Undirected
153,14, 3136,Undirected
154,14, 3415,Undirected
155,14, 3524,Undirected
156,14, 3729,Undirected
157,14, 3886,Undirected
158,14, 4066,Undirected
159,15, 84,Undirected
160,15, 1050,Undirected
161,15, 1404,Undirected
162,15, 1492,Undirected
163,15, 1908,Undirected
164,15, 1931,Undirected
165,15, 2074,Undirected
166,15, 2243,Undirected
167,15, 2283,Undirected
168,15, 3208,Undirected
169,15, 3222,Undirected
170,15, 3298,Undirected
171,15, 3304,Undirected
172,15, 3311,Undirected
173,15, 3533,Undirected
174,15, 4063,Undirected
175,15, 4494,Undirected
176,16, 801,Undirected
177,16, 1962,Undirected
178,16, 2354,Undirected
179,16, 2512,Undirected
180,16, 4128,Undirected
181,17, 686,Undirected
182,17, 1050,Undirected
183,17, 1248,Undirected
184,17, 1292,Undirected
185,17, 1347,Undirected
186,17, 1654,Undirected
187,17, 1707,Undirected
188,17, 1847,Undirected
189,17, 2458,Undirected
190,17, 2767,Undirected
191,17, 3012,Undirected
192,17, 3171,Undirected
193,17, 3546,Undirected
194,17, 3981,Undirected
195,17, 4162,Undirected
196,17, 4524,Undirected
197,18, 590,Undirected
198,18, 1341,Undirected
199,18, 2195,Undirected
200,18, 2890,Undirected
201,18, 4094,Undirected
202,18, 4834,Undirected
203,19, 32,Undirected
204,19, 169,Undirected
205,19, 235,Undirected
206,19, 507,Undirected
207,19, 598,Undirected
208,19, 1052,Undirected
209,19, 1160,Undirected
210,19, 1585,Undirected
211,19, 1820,Undirected
212,19, 2006,Undirected
213,19, 2423,Undirected
214,19, 3388,Undirected
215,19, 3789,Undirected
216,20, 118,Undirected
217,20, 124,Undirected
218,20, 1080,Undirected
219,20, 2599,Undirected
220,20, 3633,Undirected
221,20, 3808,Undirected
222,20, 4252,Undirected
223,20, 4274,Undirected
224,20, 4377,Undirected
225,21, 320,Undirected
226,21, 1143,Undirected
227,21, 1282,Undirected
228,21, 1939,Undirected
229,21, 2025,Undirected
230,21, 2175,Undirected
231,21, 3466,Undirected
232,21, 4184,Undirected
233,21, 4251,Undirected
234,22, 83,Undirected
235,22, 557,Undirected
236,22, 2839,Undirected
237,22, 3085,Undirected
238,22, 3285,Undirected
239,23, 454,Undirected
240,23, 1638,Undirected
241,23, 1770,Undirected
242,23, 1828,Undirected
243,23, 1931,Undirected
