Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,3, 4,Undirected
7,2, 4,Undirected
8,0, 4,Undirected
9,2, 5,Undirected
10,1, 5,Undirected
11,0, 5,Undirected
12,2, 6,Undirected
13,0, 6,Undirected
14,4, 6,Undirected
15,3, 7,Undirected
16,5, 7,Undirected
17,2, 7,Undirected
18,5, 8,Undirected
19,0, 8,Undirected
20,4, 8,Undirected
21,5, 9,Undirected
22,2, 9,Undirected
23,0, 9,Undirected
24,3, 10,Undirected
25,0, 10,Undirected
26,9, 10,Undirected
27,3, 11,Undirected
28,9, 11,Undirected
29,2, 11,Undirected
30,0, 12,Undirected
31,2, 12,Undirected
32,5, 12,Undirected
33,1, 13,Undirected
34,2, 13,Undirected
35,3, 13,Undirected
36,0, 14,Undirected
37,5, 14,Undirected
38,2, 14,Undirected
39,3, 15,Undirected
40,6, 15,Undirected
41,0, 15,Undirected
42,5, 16,Undirected
43,11, 16,Undirected
44,4, 16,Undirected
45,8, 17,Undirected
46,7, 17,Undirected
47,14, 17,Undirected
48,5, 18,Undirected
49,2, 18,Undirected
50,1, 18,Undirected
51,11, 19,Undirected
52,2, 19,Undirected
53,3, 19,Undirected
54,3, 20,Undirected
55,2, 20,Undirected
56,1, 20,Undirected
57,11, 21,Undirected
58,9, 21,Undirected
59,3, 21,Undirected
60,14, 22,Undirected
61,11, 22,Undirected
62,4, 22,Undirected
63,5, 23,Undirected
64,2, 23,Undirected
65,15, 23,Undirected
66,3, 24,Undirected
67,5, 24,Undirected
68,2, 24,Undirected
69,8, 25,Undirected
70,0, 25,Undirected
71,2, 25,Undirected
72,12, 26,Undirected
73,24, 26,Undirected
74,15, 26,Undirected
75,1, 27,Undirected
76,4, 27,Undirected
77,19, 27,Undirected
78,1, 28,Undirected
79,5, 28,Undirected
80,3, 28,Undirected
81,19, 29,Undirected
82,11, 29,Undirected
83,1, 29,Undirected
84,24, 30,Undirected
85,15, 30,Undirected
86,6, 30,Undirected
87,2, 31,Undirected
88,25, 31,Undirected
89,1, 31,Undirected
90,5, 32,Undirected
91,13, 32,Undirected
92,0, 32,Undirected
93,3, 33,Undirected
94,9, 33,Undirected
95,26, 33,Undirected
96,15, 34,Undirected
97,5, 34,Undirected
98,0, 34,Undirected
99,2, 35,Undirected
100,24, 35,Undirected
101,7, 35,Undirected
102,5, 36,Undirected
103,21, 36,Undirected
104,32, 36,Undirected
105,10, 37,Undirected
106,29, 37,Undirected
107,9, 37,Undirected
108,11, 38,Undirected
109,2, 38,Undirected
110,6, 38,Undirected
111,9, 39,Undirected
112,10, 39,Undirected
113,7, 39,Undirected
114,2, 40,Undirected
115,9, 40,Undirected
116,3, 40,Undirected
117,29, 41,Undirected
118,0, 41,Undirected
119,11, 41,Undirected
