Id, Probabilidad
0, 42
1, 86
2, 44
3, 25
4, 42
5, 25
6, 44
7, 22
8, 36
9, 56
10, 22
11, 12
12, 16
13, 19
14, 23
15, 15
16, 23
17, 21
18, 23
19, 12
20, 19
21, 15
22, 20
23, 22
24, 7
25, 8
26, 10
27, 14
28, 10
29, 26
30, 7
31, 8
32, 18
33, 12
34, 8
35, 10
36, 17
37, 9
38, 12
39, 4
40, 12
41, 12
42, 8
43, 5
44, 19
45, 12
46, 6
47, 10
48, 4
49, 10
50, 7
51, 11
52, 10
53, 9
54, 17
55, 12
56, 11
57, 9
58, 5
59, 10
60, 5
61, 5
62, 11
63, 5
64, 14
65, 11
66, 5
67, 4
68, 7
69, 7
70, 6
71, 8
72, 8
73, 14
74, 10
75, 4
76, 11
77, 9
78, 6
79, 4
80, 13
81, 7
82, 8
83, 4
84, 10
85, 5
86, 5
87, 7
88, 5
89, 14
90, 8
91, 12
92, 4
93, 5
94, 4
95, 3
96, 8
97, 5
98, 8
99, 9
100, 4
101, 9
102, 4
103, 3
104, 3
105, 7
106, 8
107, 9
108, 8
109, 6
110, 7
111, 5
112, 5
113, 6
114, 6
115, 4
116, 4
117, 7
118, 5
119, 3
120, 4
121, 5
122, 5
123, 4
124, 3
125, 5
126, 6
127, 7
128, 8
129, 6
130, 4
131, 5
132, 4
133, 7
134, 4
135, 5
136, 7
137, 3
138, 6
139, 7
140, 5
141, 3
142, 4
143, 6
144, 6
145, 8
146, 4
147, 3
148, 5
149, 6
150, 4
151, 11
152, 5
153, 3
154, 3
155, 5
156, 5
157, 5
158, 4
159, 4
160, 4
161, 4
162, 6
163, 18
164, 4
165, 7
166, 6
167, 6
168, 5
169, 3
170, 5
171, 9
172, 5
173, 4
174, 4
175, 6
176, 7
177, 3
178, 6
179, 4
180, 4
181, 6
182, 4
183, 3
184, 6
185, 8
186, 5
187, 6
188, 4
189, 4
190, 3
191, 4
192, 4
193, 4
194, 3
195, 3
196, 8
197, 5
198, 3
199, 3
200, 4
201, 4
202, 3
203, 6
204, 4
205, 5
206, 6
207, 4
208, 5
209, 7
210, 3
211, 3
212, 3
213, 5
214, 6
215, 6
216, 3
217, 4
218, 5
219, 3
220, 8
221, 3
222, 3
223, 6
224, 3
225, 3
226, 3
227, 5
228, 6
229, 5
230, 4
231, 5
232, 5
233, 4
234, 6
235, 5
236, 5
237, 4
238, 4
239, 9
240, 3
241, 5
242, 6
243, 3
244, 11
245, 3
246, 6
247, 3
248, 5
249, 4
250, 3
251, 4
252, 5
253, 5
254, 4
255, 7
256, 6
257, 3
258, 3
259, 3
260, 4
261, 6
262, 4
263, 3
264, 5
265, 4
266, 3
267, 3
268, 3
269, 5
270, 3
271, 5
272, 4
273, 3
274, 7
275, 5
276, 4
277, 4
278, 4
279, 3
280, 4
281, 3
282, 8
283, 4
284, 8
285, 5
286, 3
287, 3
288, 4
289, 4
290, 5
291, 3
292, 4
293, 5
294, 4
295, 4
296, 5
297, 5
298, 3
299, 3
300, 3
301, 5
302, 3
303, 3
304, 4
305, 3
306, 3
307, 4
308, 3
309, 5
310, 5
311, 3
312, 4
313, 4
314, 3
315, 5
316, 4
317, 5
318, 3
319, 3
320, 3
321, 3
322, 5
323, 5
324, 3
325, 4
326, 4
327, 4
328, 3
329, 3
330, 4
331, 3
332, 4
333, 3
334, 3
335, 3
336, 4
337, 6
338, 3
339, 5
340, 4
341, 4
342, 4
343, 3
344, 3
345, 4
346, 5
347, 3
348, 3
349, 3
350, 3
351, 3
352, 4
353, 3
354, 3
355, 3
356, 4
357, 3
358, 5
359, 3
360, 3
361, 3
362, 3
363, 3
364, 3
365, 3
366, 3
367, 4
368, 3
369, 4
370, 4
371, 4
372, 3
373, 4
374, 3
375, 3
376, 3
377, 3
378, 4
379, 3
380, 4
381, 3
382, 3
383, 5
384, 3
385, 3
386, 3
387, 4
388, 3
389, 3
390, 3
391, 3
392, 3
393, 3
394, 6
395, 4
396, 3
397, 3
398, 3
399, 3
400, 3
401, 3
402, 3
403, 3
404, 4
405, 3
406, 3
407, 3
408, 3
409, 3
410, 3
411, 3
412, 3
413, 3
414, 3
415, 3
416, 3
417, 3
418, 4
419, 3
420, 3
421, 3
422, 3
423, 3
424, 3
425, 4
426, 3
427, 4
428, 3
429, 3
430, 4
431, 3
432, 4
433, 3
434, 4
435, 3
436, 3
437, 5
438, 4
439, 3
440, 3
441, 3
442, 5
443, 3
444, 4
445, 3
446, 3
447, 3
448, 3
449, 3
450, 3
451, 3
452, 3
453, 3
454, 3
455, 3
456, 3
457, 3
458, 5
459, 3
460, 3
461, 3
462, 3
463, 3
464, 3
465, 3
466, 3
467, 3
468, 3
469, 3
470, 3
471, 3
472, 3
473, 3
474, 3
475, 3
476, 3
477, 3
478, 3
479, 3
480, 4
481, 3
482, 3
483, 3
484, 3
485, 3
486, 3
487, 3
488, 3
489, 3
490, 3
491, 3
492, 3
493, 3
494, 3
495, 3
496, 3
497, 3
498, 3
499, 3
500, 3
501, 3
502, 3
503, 3
