Id, Source, Target
0,4, 37
1,15, 491
2,217, 253
3,46, 146
4,6, 186
5,6, 189
6,85, 136
7,115, 147
8,106, 398
9,109, 190
10,10, 45
11,10, 44
12,10, 47
13,10, 42
14,8, 465
15,8, 467
16,53, 127
17,121, 206
18,80, 333
19,1, 229
20,293, 331
21,17, 362
22,36, 52
23,12, 248
24,19, 346
25,239, 263
26,64, 208
27,107, 450
28,34, 78
29,34, 77
30,58, 152
31,17, 29
32,3, 71
33,394, 460
34,5, 164
35,1, 420
36,6, 53
37,120, 290
38,378, 472
39,223, 403
40,32, 137
41,13, 28
42,16, 249
43,16, 247
44,127, 186
45,13, 26
46,9, 247
47,27, 238
48,8, 68
49,8, 66
50,8, 65
51,65, 184
52,8, 62
53,149, 196
54,71, 209
55,282, 338
56,16, 331
57,0, 22
58,14, 277
59,0, 20
60,70, 239
61,44, 275
62,163, 254
63,10, 298
64,32, 468
65,163, 252
66,284, 408
67,156, 253
68,60, 439
69,163, 415
70,98, 223
71,51, 222
72,4, 208
73,54, 152
74,0, 471
75,175, 401
76,125, 352
77,56, 87
78,256, 282
79,4, 118
80,23, 348
81,256, 267
82,178, 270
83,3, 362
84,84, 86
85,2, 103
86,2, 108
87,73, 144
88,2, 10
89,2, 11
90,2, 13
91,2, 19
92,54, 201
93,185, 340
94,0, 125
95,1, 14
96,1, 17
97,1, 12
98,10, 194
99,69, 163
100,69, 124
101,322, 429
102,0, 493
103,0, 492
104,246, 330
105,214, 260
106,54, 332
107,18, 106
108,30, 147
109,28, 170
110,24, 46
111,4, 27
112,8, 380
113,54, 446
114,27, 67
115,290, 451
116,3, 145
117,151, 480
118,3, 140
119,6, 193
120,6, 197
121,80, 87
122,254, 430
123,49, 102
124,1, 51
125,49, 297
126,126, 460
127,107, 199
128,418, 467
129,42, 59
130,107, 195
131,80, 185
132,162, 241
133,37, 165
134,9, 12
135,26, 162
136,17, 19
137,26, 161
138,12, 54
139,1, 349
140,6, 40
141,77, 92
142,35, 45
143,64, 308
144,171, 436
145,144, 230
146,12, 388
147,31, 389
148,64, 305
149,1, 234
150,1, 236
151,307, 391
152,5, 10
153,2, 246
154,220, 256
155,16, 250
156,19, 221
157,22, 166
158,8, 59
159,2, 489
160,264, 293
161,8, 54
162,0, 12
163,0, 11
164,149, 166
165,244, 383
166,294, 357
167,9, 418
168,74, 474
169,127, 286
170,90, 192
171,128, 497
172,27, 392
173,27, 393
174,133, 249
175,28, 32
176,49, 453
177,64, 160
178,215, 378
179,84, 368
180,23, 240
181,346, 394
182,0, 268
183,82, 425
184,480, 487
185,176, 464
186,4, 69
