Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,1, 4,Undirected
7,3, 4,Undirected
8,2, 4,Undirected
9,2, 5,Undirected
10,1, 5,Undirected
11,4, 5,Undirected
12,4, 6,Undirected
13,2, 6,Undirected
14,1, 6,Undirected
15,2, 7,Undirected
16,4, 7,Undirected
17,5, 7,Undirected
18,4, 8,Undirected
19,2, 8,Undirected
20,1, 8,Undirected
21,4, 9,Undirected
22,6, 9,Undirected
23,5, 9,Undirected
24,6, 10,Undirected
25,5, 10,Undirected
26,4, 10,Undirected
27,4, 11,Undirected
28,6, 11,Undirected
29,2, 11,Undirected
30,10, 12,Undirected
31,6, 12,Undirected
32,5, 12,Undirected
33,9, 13,Undirected
34,10, 13,Undirected
35,4, 13,Undirected
36,4, 14,Undirected
37,10, 14,Undirected
38,6, 14,Undirected
39,4, 15,Undirected
40,8, 15,Undirected
41,11, 15,Undirected
42,2, 16,Undirected
43,11, 16,Undirected
44,14, 16,Undirected
45,3, 17,Undirected
46,6, 17,Undirected
47,2, 17,Undirected
48,2, 18,Undirected
49,8, 18,Undirected
50,6, 18,Undirected
51,9, 19,Undirected
52,2, 19,Undirected
53,10, 19,Undirected
54,18, 20,Undirected
55,16, 20,Undirected
56,13, 20,Undirected
57,9, 21,Undirected
58,11, 21,Undirected
59,2, 21,Undirected
60,1, 22,Undirected
61,6, 22,Undirected
62,10, 22,Undirected
63,11, 23,Undirected
64,14, 23,Undirected
65,1, 23,Undirected
66,23, 24,Undirected
67,7, 24,Undirected
68,14, 24,Undirected
69,8, 25,Undirected
70,11, 25,Undirected
71,1, 25,Undirected
72,9, 26,Undirected
73,3, 26,Undirected
74,6, 26,Undirected
75,11, 27,Undirected
76,8, 27,Undirected
77,6, 27,Undirected
78,2, 28,Undirected
79,23, 28,Undirected
80,14, 28,Undirected
81,13, 29,Undirected
82,6, 29,Undirected
83,1, 29,Undirected
84,2, 30,Undirected
85,10, 30,Undirected
86,7, 30,Undirected
87,6, 31,Undirected
88,3, 31,Undirected
89,4, 31,Undirected
90,6, 32,Undirected
91,4, 32,Undirected
92,2, 32,Undirected
93,0, 33,Undirected
94,13, 33,Undirected
95,29, 33,Undirected
96,23, 34,Undirected
97,1, 34,Undirected
98,11, 34,Undirected
99,11, 35,Undirected
100,34, 35,Undirected
101,18, 35,Undirected
102,2, 36,Undirected
103,1, 36,Undirected
104,3, 36,Undirected
105,29, 37,Undirected
106,6, 37,Undirected
107,11, 37,Undirected
108,17, 38,Undirected
109,18, 38,Undirected
110,24, 38,Undirected
111,13, 39,Undirected
112,18, 39,Undirected
113,15, 39,Undirected
114,2, 40,Undirected
115,34, 40,Undirected
116,28, 40,Undirected
117,6, 41,Undirected
118,19, 41,Undirected
119,18, 41,Undirected
