Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,0, 4,Undirected
4,1, 2,Undirected
5,1, 3,Undirected
6,1, 4,Undirected
7,2, 3,Undirected
8,2, 4,Undirected
9,3, 4,Undirected
10,0, 5,Undirected
11,1, 5,Undirected
12,3, 5,Undirected
13,2, 5,Undirected
14,5, 6,Undirected
15,3, 6,Undirected
16,4, 6,Undirected
17,2, 6,Undirected
18,1, 7,Undirected
19,5, 7,Undirected
20,0, 7,Undirected
21,3, 7,Undirected
22,3, 8,Undirected
23,5, 8,Undirected
24,2, 8,Undirected
25,0, 8,Undirected
26,7, 9,Undirected
27,8, 9,Undirected
28,4, 9,Undirected
29,5, 9,Undirected
30,3, 10,Undirected
31,4, 10,Undirected
32,0, 10,Undirected
33,5, 10,Undirected
34,2, 11,Undirected
35,0, 11,Undirected
36,9, 11,Undirected
37,7, 11,Undirected
38,10, 12,Undirected
39,1, 12,Undirected
40,7, 12,Undirected
41,11, 12,Undirected
42,9, 13,Undirected
43,8, 13,Undirected
44,10, 13,Undirected
45,3, 13,Undirected
46,4, 14,Undirected
47,6, 14,Undirected
48,11, 14,Undirected
49,1, 14,Undirected
50,13, 15,Undirected
51,11, 15,Undirected
52,3, 15,Undirected
53,1, 15,Undirected
54,15, 16,Undirected
55,9, 16,Undirected
56,14, 16,Undirected
57,3, 16,Undirected
58,14, 17,Undirected
59,6, 17,Undirected
60,7, 17,Undirected
61,13, 17,Undirected
62,16, 18,Undirected
63,3, 18,Undirected
64,7, 18,Undirected
65,0, 18,Undirected
66,11, 19,Undirected
67,5, 19,Undirected
68,6, 19,Undirected
69,10, 19,Undirected
70,3, 20,Undirected
71,1, 20,Undirected
72,14, 20,Undirected
73,4, 20,Undirected
74,1, 21,Undirected
75,3, 21,Undirected
76,5, 21,Undirected
77,10, 21,Undirected
78,8, 22,Undirected
79,5, 22,Undirected
80,12, 22,Undirected
81,11, 22,Undirected
82,19, 23,Undirected
83,4, 23,Undirected
84,16, 23,Undirected
85,20, 23,Undirected
86,11, 24,Undirected
87,21, 24,Undirected
88,7, 24,Undirected
89,5, 24,Undirected
90,9, 25,Undirected
91,2, 25,Undirected
92,21, 25,Undirected
93,24, 25,Undirected
94,15, 26,Undirected
95,9, 26,Undirected
96,14, 26,Undirected
97,10, 26,Undirected
98,20, 27,Undirected
99,13, 27,Undirected
100,3, 27,Undirected
101,15, 27,Undirected
102,21, 28,Undirected
103,16, 28,Undirected
104,4, 28,Undirected
105,5, 28,Undirected
106,24, 29,Undirected
107,28, 29,Undirected
108,4, 29,Undirected
109,3, 29,Undirected
110,24, 30,Undirected
111,11, 30,Undirected
112,4, 30,Undirected
113,7, 30,Undirected
114,19, 31,Undirected
115,11, 31,Undirected
116,1, 31,Undirected
117,5, 31,Undirected
118,7, 32,Undirected
119,3, 32,Undirected
