Id, Probabilidad
0, 46
1, 109
2, 109
3, 61
4, 73
5, 94
6, 27
7, 34
8, 63
9, 81
10, 44
11, 34
12, 27
13, 32
14, 51
15, 31
16, 21
17, 31
18, 32
19, 49
20, 40
21, 30
22, 19
23, 28
24, 18
25, 21
26, 22
27, 45
28, 33
29, 15
30, 21
31, 19
32, 24
33, 38
34, 16
35, 13
36, 41
37, 13
38, 19
39, 19
40, 25
41, 41
42, 15
43, 24
44, 28
45, 11
46, 17
47, 52
48, 19
49, 11
50, 31
51, 27
52, 19
53, 18
54, 13
55, 17
56, 26
57, 17
58, 14
59, 19
60, 19
61, 21
62, 7
63, 11
64, 26
65, 8
66, 26
67, 11
68, 9
69, 17
70, 26
71, 7
72, 16
73, 15
74, 14
75, 17
76, 16
77, 12
78, 12
79, 6
80, 12
81, 13
82, 14
83, 7
84, 7
85, 8
86, 21
87, 7
88, 22
89, 14
90, 9
91, 11
92, 16
93, 10
94, 18
95, 19
96, 14
97, 11
98, 14
99, 19
100, 29
101, 8
102, 7
103, 10
104, 10
105, 7
106, 13
107, 17
108, 5
109, 10
110, 14
111, 11
112, 15
113, 14
114, 15
115, 5
116, 12
117, 12
118, 12
119, 12
120, 6
121, 14
122, 12
123, 9
124, 20
125, 6
126, 11
127, 11
128, 10
129, 8
130, 12
131, 11
132, 9
133, 10
134, 12
135, 7
136, 10
137, 9
138, 5
139, 12
140, 9
141, 5
142, 6
143, 8
144, 4
145, 5
146, 10
147, 10
148, 7
149, 17
150, 18
151, 7
152, 10
153, 15
154, 9
155, 10
156, 6
157, 5
158, 5
159, 12
160, 7
161, 13
162, 13
163, 6
164, 14
165, 18
166, 9
167, 11
168, 8
169, 11
170, 5
171, 10
172, 10
173, 14
174, 6
175, 11
176, 7
177, 9
178, 6
179, 5
180, 9
181, 10
182, 13
183, 5
184, 17
185, 11
186, 9
187, 7
188, 8
189, 7
190, 13
191, 6
192, 4
193, 10
194, 5
195, 6
196, 4
197, 10
198, 7
199, 4
200, 6
