Id,Source,Target

0,0,444
1,0,514
2,0,829
3,0,850
4,1,689
5,2,111
6,2,701
7,3,124
8,3,159
9,3,492
10,3,753
11,3,793
12,3,858
13,5,20
14,5,52
15,5,282
16,5,365
17,5,682
18,5,830
19,5,884
20,6,526
21,6,660
22,7,333
23,7,358
24,7,401
25,7,695
26,7,961
27,8,60
28,8,156
29,8,315
30,8,490
31,8,710
32,8,763
33,9,769
34,10,76
35,10,146
36,10,163
37,10,568
38,10,665
39,10,791
40,10,867
41,11,65
42,11,163
43,11,616
44,12,674
45,12,764
46,12,769
47,13,208
48,13,532
49,13,842
50,13,870
51,14,985
52,15,43
53,15,170
54,15,213
55,15,382
56,15,565
57,15,962
58,16,109
59,16,198
60,16,205
61,16,663
62,16,671
63,16,956
64,17,204
65,17,239
66,17,428
67,17,718
68,18,104
69,18,217
70,18,642
71,19,222
72,19,407
73,20,118
74,20,172
75,20,193
76,20,560
77,21,223
78,21,330
79,21,570
80,21,991
81,22,410
82,22,478
83,22,541
84,23,160
85,23,329
86,24,194
87,24,430
88,24,564
89,24,830
90,25,63
91,25,155
92,25,999
93,26,212
94,26,347
95,26,778
96,26,848
97,26,956
98,27,97
99,27,132
100,27,208
101,27,683
102,27,759
103,28,179
104,28,845
105,29,102
106,29,402
107,29,513
108,30,110
109,30,125
110,30,195
111,30,215
112,30,313
113,30,451
114,30,641
115,30,778
116,30,894
117,30,901
118,31,72
119,31,148
120,31,445
121,31,696
122,31,749
123,32,172
124,32,343
125,32,882
126,33,71
127,33,288
128,34,253
129,34,269
130,34,538
131,34,810
132,35,792
133,36,401
134,36,603
135,36,607
136,36,614
137,37,580
138,38,220
139,38,237
140,38,257
141,38,620
142,38,689
143,38,991
144,40,118
145,40,352
146,40,475
147,40,481
148,40,898
149,40,968
150,41,702
151,42,227
152,42,716
153,42,723
154,43,229
155,43,341
156,43,485
157,43,549
158,43,691
159,44,375
160,44,963
161,45,169
162,45,332
163,46,546
164,47,213
165,47,552
166,47,713
167,47,888
168,50,102
169,50,187
170,50,499
171,50,599
172,50,782
173,52,617
174,54,467
175,54,553
176,54,734
177,54,851
178,55,231
179,55,702
180,55,886
181,55,984
182,56,319
183,56,424
184,56,455
185,56,544
186,56,694
187,57,574
188,58,249
189,58,398
190,58,631
191,58,717
192,58,958
193,59,214
194,59,720
195,60,200
196,60,464
197,60,834
198,60,862
199,61,108
200,61,274
201,61,340
202,61,837
203,62,282
204,62,933
205,62,958
206,63,68
207,63,149
208,63,653
209,64,206
210,64,340
211,64,346
212,64,396
213,64,586
214,65,280
215,66,221
216,66,382
217,66,604
218,66,991
219,67,305
220,67,560
221,67,592
222,67,940
223,68,141
224,68,209
225,68,254
226,68,434
227,68,850
228,68,929
229,68,954
230,69,168
231,69,322
232,69,425
233,70,95
234,70,461
235,70,480
236,70,550
237,71,506
238,72,556
239,72,983
240,73,111
241,73,467
242,74,221
243,74,643
244,74,688
245,74,690
246,74,739
247,75,179
248,75,345
249,75,605
250,75,693
251,77,206
252,77,464
253,77,554
254,77,723
255,77,792
256,78,138
257,78,150
258,78,807
259,78,808
260,79,201
261,79,811
262,79,864
263,80,524
264,81,185
265,81,369
266,81,762
267,82,317
268,83,322
269,83,576
270,83,656
271,84,560
272,84,686
273,84,787
274,84,953
275,85,107
276,85,472
277,85,796
278,86,365
279,86,706
280,87,235
281,87,426
282,87,643
283,87,922
284,87,968
285,88,192
286,88,268
287,88,371
288,88,535
289,88,569
290,88,958
291,89,251
292,89,269
293,89,962
294,90,327
295,90,345
296,90,524
297,90,734
298,90,771
299,90,983
300,91,531
301,91,588
302,91,642
303,92,215
304,92,338
305,92,416
306,92,556
307,92,853
308,93,247
309,93,560
310,93,589
311,93,667
312,94,736
313,94,832
314,95,709
315,95,825
316,96,293
317,96,464
318,96,745
319,97,278
320,97,513
321,98,414
322,98,432
323,98,445
324,98,446
325,98,471
326,98,796
327,98,943
328,99,439
329,99,666
330,99,733
331,99,900
332,100,206
333,100,503
334,100,714
335,100,832
336,100,942
337,101,344
338,101,805
339,101,822
340,102,283
341,102,447
342,102,795
343,102,832
344,103,115
345,103,793
346,104,184
347,104,770
348,105,164
349,106,302
350,107,296
351,107,355
352,107,489
353,107,945
354,108,459
355,108,649
356,108,898
357,109,371
358,109,608
359,109,771
360,109,977
361,110,152
362,110,924
363,111,133
364,111,762
365,112,124
366,112,234
367,112,531
368,112,589
369,112,800
370,113,116
371,113,651
372,113,981
373,114,121
374,114,218
375,114,719
376,115,233
377,115,427
378,115,498
379,115,777
380,115,785
381,117,259
382,117,686
383,118,132
384,118,344
385,118,458
386,118,804
387,118,899
388,118,990
389,119,212
390,119,753
391,119,898
392,120,348
393,120,451
394,121,329
395,121,737
396,121,929
397,122,140
398,122,224
399,122,550
400,122,657
401,123,181
402,123,367
403,124,177
404,124,268
405,124,291
406,124,335
407,124,728
408,124,852
409,125,445
410,126,155
411,126,230
412,126,887
