Id, Source, Target, Type
0,3, 80,Undirected
1,3, 122,Undirected
2,3, 154,Undirected
3,5, 372,Undirected
4,12, 415,Undirected
5,14, 69,Undirected
6,14, 380,Undirected
7,16, 187,Undirected
8,17, 115,Undirected
9,19, 430,Undirected
10,20, 249,Undirected
11,21, 59,Undirected
12,24, 114,Undirected
13,24, 341,Undirected
14,25, 233,Undirected
15,25, 237,Undirected
16,27, 141,Undirected
17,30, 472,Undirected
18,32, 281,Undirected
19,34, 438,Undirected
20,35, 89,Undirected
21,36, 39,Undirected
22,37, 498,Undirected
23,40, 367,Undirected
24,41, 239,Undirected
25,41, 241,Undirected
26,41, 320,Undirected
27,42, 129,Undirected
28,43, 358,Undirected
29,44, 30,Undirected
30,44, 35,Undirected
31,44, 189,Undirected
32,45, 129,Undirected
33,47, 9,Undirected
34,49, 377,Undirected
35,52, 35,Undirected
36,54, 262,Undirected
37,56, 157,Undirected
38,57, 372,Undirected
39,59, 46,Undirected
40,60, 250,Undirected
41,60, 317,Undirected
42,60, 344,Undirected
43,60, 391,Undirected
44,61, 135,Undirected
45,64, 412,Undirected
46,65, 342,Undirected
47,65, 472,Undirected
48,65, 498,Undirected
49,66, 379,Undirected
50,67, 50,Undirected
51,67, 167,Undirected
52,67, 215,Undirected
53,67, 262,Undirected
54,69, 32,Undirected
55,69, 192,Undirected
56,70, 34,Undirected
57,70, 39,Undirected
58,70, 256,Undirected
59,73, 279,Undirected
60,73, 283,Undirected
61,73, 434,Undirected
62,74, 362,Undirected
63,82, 101,Undirected
64,82, 237,Undirected
65,82, 409,Undirected
66,82, 412,Undirected
67,82, 423,Undirected
68,83, 261,Undirected
69,83, 485,Undirected
70,84, 377,Undirected
71,85, 43,Undirected
72,85, 464,Undirected
73,87, 229,Undirected
74,89, 28,Undirected
75,91, 77,Undirected
76,91, 490,Undirected
77,93, 259,Undirected
78,94, 403,Undirected
79,95, 70,Undirected
80,95, 218,Undirected
81,95, 221,Undirected
82,96, 140,Undirected
83,97, 255,Undirected
84,97, 294,Undirected
85,97, 435,Undirected
86,99, 122,Undirected
87,99, 168,Undirected
88,100, 264,Undirected
89,101, 278,Undirected
90,102, 262,Undirected
91,102, 381,Undirected
92,102, 436,Undirected
93,103, 208,Undirected
94,103, 330,Undirected
95,105, 369,Undirected
96,106, 137,Undirected
97,108, 103,Undirected
98,108, 498,Undirected
99,113, 270,Undirected
100,114, 266,Undirected
101,114, 388,Undirected
102,115, 282,Undirected
103,119, 230,Undirected
104,119, 244,Undirected
105,120, 275,Undirected
