Id, Source, Target, Type
0,0, 222,Undirected
1,0, 1173,Undirected
2,0, 2112,Undirected
3,0, 4039,Undirected
4,0, 4704,Undirected
5,1, 599,Undirected
6,1, 913,Undirected
7,1, 2387,Undirected
8,1, 2588,Undirected
9,2, 485,Undirected
10,2, 885,Undirected
11,2, 1032,Undirected
12,2, 1090,Undirected
13,2, 1364,Undirected
14,2, 3098,Undirected
15,2, 4104,Undirected
16,2, 4157,Undirected
17,2, 4919,Undirected
18,3, 77,Undirected
19,3, 936,Undirected
20,3, 2577,Undirected
21,3, 4151,Undirected
22,4, 1604,Undirected
23,4, 2187,Undirected
24,4, 4269,Undirected
25,5, 191,Undirected
26,5, 2265,Undirected
27,6, 89,Undirected
28,6, 1307,Undirected
29,6, 1530,Undirected
30,6, 1606,Undirected
31,6, 2517,Undirected
32,6, 2591,Undirected
33,6, 3431,Undirected
34,6, 3455,Undirected
35,6, 4835,Undirected
36,7, 612,Undirected
37,7, 1490,Undirected
38,7, 2864,Undirected
39,8, 824,Undirected
40,8, 2070,Undirected
41,8, 2137,Undirected
42,8, 3757,Undirected
43,8, 4076,Undirected
44,8, 4385,Undirected
45,8, 4591,Undirected
46,9, 756,Undirected
47,9, 3410,Undirected
48,9, 3936,Undirected
49,9, 4250,Undirected
50,9, 4270,Undirected
51,10, 1387,Undirected
52,10, 3143,Undirected
53,10, 4035,Undirected
54,11, 640,Undirected
55,11, 920,Undirected
56,11, 1165,Undirected
57,11, 2377,Undirected
58,11, 2389,Undirected
59,11, 2780,Undirected
60,11, 2831,Undirected
61,11, 3272,Undirected
62,12, 334,Undirected
63,12, 1706,Undirected
64,12, 2941,Undirected
65,12, 4490,Undirected
66,13, 1029,Undirected
67,13, 1279,Undirected
68,13, 1880,Undirected
69,13, 3117,Undirected
70,14, 1163,Undirected
71,14, 2678,Undirected
72,14, 2722,Undirected
73,14, 2820,Undirected
74,14, 3292,Undirected
75,14, 3349,Undirected
76,14, 3417,Undirected
77,14, 3494,Undirected
78,14, 3552,Undirected
79,14, 4165,Undirected
80,14, 4990,Undirected
81,15, 3395,Undirected
82,16, 398,Undirected
83,16, 1346,Undirected
84,16, 1389,Undirected
85,16, 2160,Undirected
86,16, 4730,Undirected
87,17, 766,Undirected
88,17, 2928,Undirected
89,18, 1058,Undirected
90,18, 1206,Undirected
91,18, 1411,Undirected
92,18, 2049,Undirected
93,18, 2572,Undirected
94,18, 2772,Undirected
95,18, 3748,Undirected
96,18, 4245,Undirected
97,18, 4433,Undirected
98,19, 222,Undirected
99,19, 426,Undirected
100,19, 1279,Undirected
101,19, 1385,Undirected
102,19, 3554,Undirected
103,19, 4432,Undirected
104,19, 4627,Undirected
105,20, 1982,Undirected
106,20, 2633,Undirected
107,21, 366,Undirected
108,21, 1102,Undirected
109,21, 2276,Undirected
110,21, 2395,Undirected
111,21, 2485,Undirected
112,22, 435,Undirected
113,22, 774,Undirected
114,22, 3943,Undirected
115,22, 4674,Undirected
116,22, 4786,Undirected
117,23, 2518,Undirected
118,23, 3067,Undirected
119,23, 4071,Undirected
120,23, 4971,Undirected
121,24, 1856,Undirected
122,24, 1972,Undirected
123,24, 2437,Undirected
124,24, 2990,Undirected
125,24, 3192,Undirected
126,24, 4244,Undirected
127,24, 4435,Undirected
128,25, 1424,Undirected
129,25, 1538,Undirected
130,25, 2772,Undirected
131,26, 2037,Undirected
132,26, 3677,Undirected
133,27, 2573,Undirected
134,27, 2935,Undirected
135,27, 3173,Undirected
136,28, 38,Undirected
137,28, 3063,Undirected
138,29, 523,Undirected
139,29, 2817,Undirected
140,29, 3284,Undirected
141,29, 3941,Undirected
