Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,1, 4,Undirected
7,2, 4,Undirected
8,3, 4,Undirected
9,3, 5,Undirected
10,4, 5,Undirected
11,2, 5,Undirected
12,3, 6,Undirected
13,1, 6,Undirected
14,4, 6,Undirected
15,6, 7,Undirected
16,2, 7,Undirected
17,1, 7,Undirected
18,3, 8,Undirected
19,4, 8,Undirected
20,1, 8,Undirected
21,4, 9,Undirected
22,1, 9,Undirected
23,3, 9,Undirected
24,4, 10,Undirected
25,8, 10,Undirected
26,2, 10,Undirected
27,8, 11,Undirected
28,4, 11,Undirected
29,3, 11,Undirected
30,3, 12,Undirected
31,9, 12,Undirected
32,7, 12,Undirected
33,7, 13,Undirected
34,3, 13,Undirected
35,9, 13,Undirected
36,2, 14,Undirected
37,3, 14,Undirected
38,8, 14,Undirected
39,12, 15,Undirected
40,13, 15,Undirected
41,4, 15,Undirected
42,2, 16,Undirected
43,3, 16,Undirected
44,1, 16,Undirected
45,5, 17,Undirected
46,4, 17,Undirected
47,1, 17,Undirected
48,13, 18,Undirected
49,3, 18,Undirected
50,16, 18,Undirected
51,4, 19,Undirected
52,0, 19,Undirected
53,16, 19,Undirected
54,2, 20,Undirected
55,10, 20,Undirected
56,9, 20,Undirected
57,2, 21,Undirected
58,16, 21,Undirected
59,3, 21,Undirected
60,3, 22,Undirected
61,13, 22,Undirected
62,4, 22,Undirected
63,17, 23,Undirected
64,3, 23,Undirected
65,1, 23,Undirected
66,12, 24,Undirected
67,0, 24,Undirected
68,7, 24,Undirected
69,0, 25,Undirected
70,2, 25,Undirected
71,3, 25,Undirected
72,10, 26,Undirected
73,3, 26,Undirected
74,12, 26,Undirected
75,5, 27,Undirected
76,19, 27,Undirected
77,14, 27,Undirected
78,0, 28,Undirected
79,2, 28,Undirected
80,7, 28,Undirected
81,19, 29,Undirected
82,4, 29,Undirected
83,0, 29,Undirected
84,24, 30,Undirected
85,16, 30,Undirected
86,7, 30,Undirected
87,2, 31,Undirected
88,21, 31,Undirected
89,15, 31,Undirected
90,21, 32,Undirected
91,4, 32,Undirected
92,18, 32,Undirected
93,3, 33,Undirected
94,0, 33,Undirected
95,26, 33,Undirected
96,5, 34,Undirected
97,1, 34,Undirected
98,17, 34,Undirected
99,10, 35,Undirected
100,4, 35,Undirected
101,23, 35,Undirected
102,22, 36,Undirected
103,19, 36,Undirected
104,12, 36,Undirected
105,10, 37,Undirected
106,28, 37,Undirected
107,8, 37,Undirected
108,9, 38,Undirected
109,28, 38,Undirected
110,35, 38,Undirected
111,10, 39,Undirected
112,19, 39,Undirected
113,20, 39,Undirected
114,2, 40,Undirected
115,3, 40,Undirected
116,39, 40,Undirected
117,17, 41,Undirected
118,29, 41,Undirected
119,3, 41,Undirected
