Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,0, 4,Undirected
4,1, 2,Undirected
5,1, 3,Undirected
6,1, 4,Undirected
7,2, 3,Undirected
8,2, 4,Undirected
9,3, 4,Undirected
10,4, 5,Undirected
11,2, 5,Undirected
12,0, 5,Undirected
13,1, 5,Undirected
14,2, 6,Undirected
15,1, 6,Undirected
16,0, 6,Undirected
17,3, 6,Undirected
18,6, 7,Undirected
19,0, 7,Undirected
20,2, 7,Undirected
21,4, 7,Undirected
22,2, 8,Undirected
23,7, 8,Undirected
24,1, 8,Undirected
25,4, 8,Undirected
26,6, 9,Undirected
27,3, 9,Undirected
28,4, 9,Undirected
29,0, 9,Undirected
30,1, 10,Undirected
31,9, 10,Undirected
32,8, 10,Undirected
33,5, 10,Undirected
34,6, 11,Undirected
35,9, 11,Undirected
36,2, 11,Undirected
37,5, 11,Undirected
38,5, 12,Undirected
39,1, 12,Undirected
40,9, 12,Undirected
41,2, 12,Undirected
42,4, 13,Undirected
43,8, 13,Undirected
44,10, 13,Undirected
45,11, 13,Undirected
46,8, 14,Undirected
47,4, 14,Undirected
48,10, 14,Undirected
49,7, 14,Undirected
50,2, 15,Undirected
51,0, 15,Undirected
52,7, 15,Undirected
53,3, 15,Undirected
54,2, 16,Undirected
55,7, 16,Undirected
56,13, 16,Undirected
57,6, 16,Undirected
58,0, 17,Undirected
59,8, 17,Undirected
60,5, 17,Undirected
61,6, 17,Undirected
62,2, 18,Undirected
63,6, 18,Undirected
64,1, 18,Undirected
65,3, 18,Undirected
66,1, 19,Undirected
67,8, 19,Undirected
68,6, 19,Undirected
69,18, 19,Undirected
70,2, 20,Undirected
71,3, 20,Undirected
72,6, 20,Undirected
73,5, 20,Undirected
74,5, 21,Undirected
75,6, 21,Undirected
76,19, 21,Undirected
77,3, 21,Undirected
78,10, 22,Undirected
79,18, 22,Undirected
80,15, 22,Undirected
81,2, 22,Undirected
82,1, 23,Undirected
83,22, 23,Undirected
84,12, 23,Undirected
85,6, 23,Undirected
86,15, 24,Undirected
87,21, 24,Undirected
88,1, 24,Undirected
89,3, 24,Undirected
90,8, 25,Undirected
91,15, 25,Undirected
92,20, 25,Undirected
93,22, 25,Undirected
94,2, 26,Undirected
95,17, 26,Undirected
96,7, 26,Undirected
97,1, 26,Undirected
98,26, 27,Undirected
99,25, 27,Undirected
100,6, 27,Undirected
101,1, 27,Undirected
102,11, 28,Undirected
103,6, 28,Undirected
104,19, 28,Undirected
105,1, 28,Undirected
106,15, 29,Undirected
107,20, 29,Undirected
108,6, 29,Undirected
109,0, 29,Undirected
110,5, 30,Undirected
111,3, 30,Undirected
112,1, 30,Undirected
113,12, 30,Undirected
114,21, 31,Undirected
115,11, 31,Undirected
116,2, 31,Undirected
117,4, 31,Undirected
118,0, 32,Undirected
119,1, 32,Undirected
