Id, Source, Target, Type
0,0, 900,Undirected
1,2, 640,Undirected
2,4, 230,Undirected
3,4, 789,Undirected
4,5, 573,Undirected
5,5, 956,Undirected
6,6, 119,Undirected
7,6, 603,Undirected
8,6, 755,Undirected
9,6, 795,Undirected
10,6, 826,Undirected
11,6, 882,Undirected
12,7, 771,Undirected
13,7, 888,Undirected
14,8, 552,Undirected
15,8, 894,Undirected
16,10, 189,Undirected
17,10, 295,Undirected
18,11, 43,Undirected
19,12, 161,Undirected
20,12, 579,Undirected
21,13, 57,Undirected
22,14, 43,Undirected
23,14, 856,Undirected
24,15, 458,Undirected
25,15, 948,Undirected
26,16, 399,Undirected
27,16, 622,Undirected
28,16, 932,Undirected
29,17, 125,Undirected
30,17, 328,Undirected
31,17, 466,Undirected
32,18, 343,Undirected
33,18, 962,Undirected
34,19, 79,Undirected
35,19, 345,Undirected
36,19, 615,Undirected
37,19, 648,Undirected
38,20, 235,Undirected
39,20, 641,Undirected
40,21, 144,Undirected
41,23, 371,Undirected
42,23, 401,Undirected
43,23, 566,Undirected
44,23, 575,Undirected
45,23, 942,Undirected
46,23, 957,Undirected
47,24, 47,Undirected
48,24, 171,Undirected
49,24, 709,Undirected
50,26, 129,Undirected
51,27, 25,Undirected
52,27, 376,Undirected
53,28, 112,Undirected
54,28, 123,Undirected
55,28, 316,Undirected
56,28, 446,Undirected
57,28, 840,Undirected
58,29, 711,Undirected
59,29, 846,Undirected
60,30, 203,Undirected
61,30, 364,Undirected
62,31, 990,Undirected
63,32, 469,Undirected
64,32, 947,Undirected
65,33, 645,Undirected
66,33, 662,Undirected
67,34, 917,Undirected
68,35, 138,Undirected
69,35, 755,Undirected
70,35, 988,Undirected
71,36, 10,Undirected
72,36, 549,Undirected
73,38, 385,Undirected
74,38, 491,Undirected
75,38, 520,Undirected
76,38, 933,Undirected
77,38, 978,Undirected
78,39, 60,Undirected
79,39, 656,Undirected
80,39, 704,Undirected
81,39, 937,Undirected
82,40, 860,Undirected
83,41, 250,Undirected
84,41, 799,Undirected
85,42, 652,Undirected
86,42, 818,Undirected
87,44, 95,Undirected
88,44, 904,Undirected
89,45, 79,Undirected
90,45, 217,Undirected
91,45, 407,Undirected
92,45, 528,Undirected
93,45, 986,Undirected
94,46, 612,Undirected
95,47, 800,Undirected
96,47, 880,Undirected
97,50, 70,Undirected
98,50, 383,Undirected
99,50, 482,Undirected
100,50, 552,Undirected
101,50, 734,Undirected
102,50, 806,Undirected
103,51, 165,Undirected
104,51, 272,Undirected
105,51, 645,Undirected
106,52, 733,Undirected
107,52, 737,Undirected
108,53, 62,Undirected
109,53, 237,Undirected
110,53, 342,Undirected
111,53, 692,Undirected
112,56, 440,Undirected
113,56, 501,Undirected
114,56, 689,Undirected
115,56, 797,Undirected
116,57, 203,Undirected
117,57, 337,Undirected
118,57, 420,Undirected
119,57, 447,Undirected
120,57, 662,Undirected
121,57, 665,Undirected
122,57, 948,Undirected
123,58, 207,Undirected
124,58, 369,Undirected
125,58, 377,Undirected
126,58, 494,Undirected
127,58, 705,Undirected
128,59, 90,Undirected
129,59, 113,Undirected
130,59, 708,Undirected
131,59, 916,Undirected
132,59, 977,Undirected
133,60, 268,Undirected
