Id, Source, Target, Type
0,0, 309,Undirected
1,3, 63,Undirected
2,3, 630,Undirected
3,5, 769,Undirected
4,5, 913,Undirected
5,6, 684,Undirected
6,8, 307,Undirected
7,11, 157,Undirected
8,11, 839,Undirected
9,11, 951,Undirected
10,15, 960,Undirected
11,17, 227,Undirected
12,17, 604,Undirected
13,18, 120,Undirected
14,19, 177,Undirected
15,21, 803,Undirected
16,21, 958,Undirected
17,22, 285,Undirected
18,22, 864,Undirected
19,22, 919,Undirected
20,23, 817,Undirected
21,24, 676,Undirected
22,24, 969,Undirected
23,28, 236,Undirected
24,28, 733,Undirected
25,29, 111,Undirected
26,29, 601,Undirected
27,29, 799,Undirected
28,31, 217,Undirected
29,32, 279,Undirected
30,32, 659,Undirected
31,34, 650,Undirected
32,36, 222,Undirected
33,37, 342,Undirected
34,38, 210,Undirected
35,40, 10,Undirected
36,40, 662,Undirected
37,41, 663,Undirected
38,41, 665,Undirected
39,42, 801,Undirected
40,43, 142,Undirected
41,44, 21,Undirected
42,44, 790,Undirected
43,45, 787,Undirected
44,46, 576,Undirected
45,47, 948,Undirected
46,49, 820,Undirected
47,51, 58,Undirected
48,52, 965,Undirected
49,53, 183,Undirected
50,54, 515,Undirected
51,54, 599,Undirected
52,54, 826,Undirected
53,55, 410,Undirected
54,58, 184,Undirected
55,58, 333,Undirected
56,59, 161,Undirected
57,59, 250,Undirected
58,59, 732,Undirected
59,61, 983,Undirected
60,62, 449,Undirected
61,62, 975,Undirected
62,63, 941,Undirected
63,65, 788,Undirected
64,66, 275,Undirected
65,66, 385,Undirected
66,66, 445,Undirected
67,67, 338,Undirected
68,67, 768,Undirected
69,68, 77,Undirected
70,68, 212,Undirected
71,69, 986,Undirected
72,71, 54,Undirected
73,71, 176,Undirected
74,71, 862,Undirected
75,72, 653,Undirected
76,74, 23,Undirected
77,74, 364,Undirected
78,74, 508,Undirected
79,75, 68,Undirected
80,77, 681,Undirected
81,78, 286,Undirected
82,78, 313,Undirected
83,78, 430,Undirected
84,80, 55,Undirected
85,80, 332,Undirected
86,85, 212,Undirected
87,85, 479,Undirected
88,86, 211,Undirected
89,87, 682,Undirected
90,88, 652,Undirected
91,89, 655,Undirected
92,89, 960,Undirected
93,91, 932,Undirected
94,92, 468,Undirected
95,93, 16,Undirected
96,93, 881,Undirected
97,93, 933,Undirected
98,96, 634,Undirected
99,96, 783,Undirected
100,97, 484,Undirected
101,97, 887,Undirected
102,98, 406,Undirected
103,99, 540,Undirected
104,101, 855,Undirected
105,105, 311,Undirected
106,110, 222,Undirected
107,111, 733,Undirected
108,112, 184,Undirected
109,114, 57,Undirected
110,114, 181,Undirected
111,114, 871,Undirected
112,115, 222,Undirected
113,116, 407,Undirected
