Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,0, 4,Undirected
4,1, 2,Undirected
5,1, 3,Undirected
6,1, 4,Undirected
7,2, 3,Undirected
8,2, 4,Undirected
9,3, 4,Undirected
10,3, 5,Undirected
11,1, 5,Undirected
12,4, 5,Undirected
13,2, 5,Undirected
14,2, 6,Undirected
15,5, 6,Undirected
16,4, 6,Undirected
17,1, 6,Undirected
18,4, 7,Undirected
19,2, 7,Undirected
20,6, 7,Undirected
21,1, 7,Undirected
22,6, 8,Undirected
23,5, 8,Undirected
24,4, 8,Undirected
25,3, 8,Undirected
26,2, 9,Undirected
27,6, 9,Undirected
28,5, 9,Undirected
29,1, 9,Undirected
30,0, 10,Undirected
31,3, 10,Undirected
32,4, 10,Undirected
33,9, 10,Undirected
34,4, 11,Undirected
35,1, 11,Undirected
36,9, 11,Undirected
37,6, 11,Undirected
38,8, 12,Undirected
39,2, 12,Undirected
40,0, 12,Undirected
41,5, 12,Undirected
42,7, 13,Undirected
43,12, 13,Undirected
44,10, 13,Undirected
45,8, 13,Undirected
46,9, 14,Undirected
47,10, 14,Undirected
48,7, 14,Undirected
49,8, 14,Undirected
50,6, 15,Undirected
51,1, 15,Undirected
52,2, 15,Undirected
53,10, 15,Undirected
54,5, 16,Undirected
55,7, 16,Undirected
56,2, 16,Undirected
57,4, 16,Undirected
58,0, 17,Undirected
59,1, 17,Undirected
60,7, 17,Undirected
61,2, 17,Undirected
62,5, 18,Undirected
63,13, 18,Undirected
64,9, 18,Undirected
65,2, 18,Undirected
66,11, 19,Undirected
67,6, 19,Undirected
68,12, 19,Undirected
69,7, 19,Undirected
70,17, 20,Undirected
71,10, 20,Undirected
72,0, 20,Undirected
73,4, 20,Undirected
74,0, 21,Undirected
75,15, 21,Undirected
76,3, 21,Undirected
77,7, 21,Undirected
78,9, 22,Undirected
79,2, 22,Undirected
80,6, 22,Undirected
81,7, 22,Undirected
82,13, 23,Undirected
83,15, 23,Undirected
84,6, 23,Undirected
85,9, 23,Undirected
86,8, 24,Undirected
87,11, 24,Undirected
88,7, 24,Undirected
89,2, 24,Undirected
90,3, 25,Undirected
91,19, 25,Undirected
92,6, 25,Undirected
93,0, 25,Undirected
94,23, 26,Undirected
95,6, 26,Undirected
96,2, 26,Undirected
97,7, 26,Undirected
98,4, 27,Undirected
99,23, 27,Undirected
100,14, 27,Undirected
101,2, 27,Undirected
102,17, 28,Undirected
103,0, 28,Undirected
104,9, 28,Undirected
105,10, 28,Undirected
106,13, 29,Undirected
107,14, 29,Undirected
108,4, 29,Undirected
109,1, 29,Undirected
110,6, 30,Undirected
111,25, 30,Undirected
112,4, 30,Undirected
113,16, 30,Undirected
114,5, 31,Undirected
115,30, 31,Undirected
116,29, 31,Undirected
117,4, 31,Undirected
118,16, 32,Undirected
119,11, 32,Undirected
