Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,1, 4,Undirected
7,2, 4,Undirected
8,0, 4,Undirected
9,1, 5,Undirected
10,4, 5,Undirected
11,3, 5,Undirected
12,0, 6,Undirected
13,3, 6,Undirected
14,4, 6,Undirected
15,5, 7,Undirected
16,4, 7,Undirected
17,1, 7,Undirected
18,7, 8,Undirected
19,4, 8,Undirected
20,6, 8,Undirected
21,1, 9,Undirected
22,6, 9,Undirected
23,4, 9,Undirected
24,7, 10,Undirected
25,2, 10,Undirected
26,5, 10,Undirected
27,7, 11,Undirected
28,3, 11,Undirected
29,4, 11,Undirected
30,9, 12,Undirected
31,1, 12,Undirected
32,4, 12,Undirected
33,8, 13,Undirected
34,3, 13,Undirected
35,7, 13,Undirected
36,2, 14,Undirected
37,3, 14,Undirected
38,10, 14,Undirected
39,5, 15,Undirected
40,10, 15,Undirected
41,2, 15,Undirected
42,7, 16,Undirected
43,5, 16,Undirected
44,8, 16,Undirected
45,10, 17,Undirected
46,4, 17,Undirected
47,7, 17,Undirected
48,9, 18,Undirected
49,13, 18,Undirected
50,12, 18,Undirected
51,11, 19,Undirected
52,2, 19,Undirected
53,17, 19,Undirected
54,11, 20,Undirected
55,4, 20,Undirected
56,7, 20,Undirected
57,7, 21,Undirected
58,8, 21,Undirected
59,18, 21,Undirected
60,4, 22,Undirected
61,17, 22,Undirected
62,3, 22,Undirected
63,10, 23,Undirected
64,21, 23,Undirected
65,8, 23,Undirected
66,10, 24,Undirected
67,2, 24,Undirected
68,6, 24,Undirected
69,3, 25,Undirected
70,5, 25,Undirected
71,23, 25,Undirected
72,7, 26,Undirected
73,8, 26,Undirected
74,2, 26,Undirected
75,4, 27,Undirected
76,2, 27,Undirected
77,13, 27,Undirected
78,26, 28,Undirected
79,21, 28,Undirected
80,1, 28,Undirected
81,3, 29,Undirected
82,15, 29,Undirected
83,5, 29,Undirected
84,19, 30,Undirected
85,7, 30,Undirected
86,3, 30,Undirected
87,8, 31,Undirected
88,3, 31,Undirected
89,7, 31,Undirected
90,25, 32,Undirected
91,9, 32,Undirected
92,8, 32,Undirected
93,9, 33,Undirected
94,19, 33,Undirected
95,4, 33,Undirected
96,5, 34,Undirected
97,8, 34,Undirected
98,26, 34,Undirected
99,4, 35,Undirected
100,31, 35,Undirected
101,19, 35,Undirected
102,21, 36,Undirected
103,35, 36,Undirected
104,4, 36,Undirected
105,17, 37,Undirected
106,18, 37,Undirected
107,24, 37,Undirected
108,35, 38,Undirected
109,6, 38,Undirected
110,2, 38,Undirected
111,33, 39,Undirected
112,8, 39,Undirected
113,7, 39,Undirected
114,31, 40,Undirected
115,6, 40,Undirected
116,34, 40,Undirected
117,7, 41,Undirected
118,9, 41,Undirected
119,37, 41,Undirected
