Id,Source,Target

0,1,1414
1,3,4090
2,5,3205
3,6,2125
4,6,3412
5,6,4204
6,11,78
7,12,3359
8,14,4547
9,14,4754
10,19,4365
11,22,4722
12,25,4708
13,31,3557
14,32,3398
15,34,1581
16,37,1779
17,39,4509
18,41,3747
19,41,4611
20,44,2119
21,44,2878
22,48,1495
23,52,1204
24,52,1598
25,54,4506
26,56,2591
27,57,3985
28,58,638
29,62,615
30,64,1641
31,65,4020
32,67,116
33,68,3273
34,70,2904
35,75,811
36,75,2211
37,78,3235
38,82,1667
39,84,779
40,84,1526
41,84,3525
42,90,3616
43,96,4976
44,99,2702
45,103,2662
46,108,2385
47,109,4545
48,110,2935
49,112,373
50,112,2555
51,115,4782
52,116,4392
53,120,3679
54,124,250
55,124,4252
56,125,4405
57,126,1018
58,127,831
59,127,2055
60,129,2869
61,130,4494
62,132,2511
63,134,3344
64,134,4581
65,134,4625
66,135,4160
67,138,1062
68,138,1359
69,138,1933
70,143,3774
71,146,3905
72,147,2333
73,147,2512
74,150,933
75,150,4151
76,153,2507
77,161,1001
78,163,1536
79,163,4924
80,168,906
81,168,975
82,171,2113
83,171,3876
84,171,3917
85,172,2186
86,179,4029
87,182,1756
88,188,854
89,189,1119
90,190,3640
91,192,801
92,195,2412
93,196,3505
94,197,541
95,200,2445
96,202,2829
97,203,2193
98,203,2868
99,203,3038
100,205,2735
101,207,1582
102,210,4082
103,211,3129
104,211,4971
105,215,2852
106,219,1807
107,220,1809
108,223,694
109,223,1406
110,224,4803
111,225,4300
112,226,2700
113,227,1961
114,232,355
115,233,3208
116,234,4393
117,234,4815
118,241,1773
119,245,611
120,246,2063
121,246,4738
122,248,1369
123,248,2027
124,248,2842
125,249,3144
126,251,3769
127,254,1304
128,261,587
129,262,2932
130,266,3915
131,268,4965
132,270,2589
133,270,2939
134,272,2386
135,276,4118
136,279,2449
137,279,2728
138,281,2235
139,282,4465
140,284,1428
141,288,983
142,289,3852
143,290,1048
144,291,2374
145,291,3974
146,295,1194
147,296,1018
148,297,3006
149,299,3769
150,301,4186
151,302,1073
152,302,4169
153,305,3567
154,309,2613
155,312,1938
156,314,4151
157,317,2221
158,323,1101
159,323,3277
160,324,3871
161,326,2580
162,326,4822
