Id, Source, Target, Type
0,0, 1,Undirected
1,0, 2,Undirected
2,0, 3,Undirected
3,1, 2,Undirected
4,1, 3,Undirected
5,2, 3,Undirected
6,2, 4,Undirected
7,3, 4,Undirected
8,1, 4,Undirected
9,4, 5,Undirected
10,3, 5,Undirected
11,1, 5,Undirected
12,4, 6,Undirected
13,3, 6,Undirected
14,2, 6,Undirected
15,2, 7,Undirected
16,5, 7,Undirected
17,3, 7,Undirected
18,7, 8,Undirected
19,2, 8,Undirected
20,0, 8,Undirected
21,0, 9,Undirected
22,3, 9,Undirected
23,1, 9,Undirected
24,2, 10,Undirected
25,5, 10,Undirected
26,1, 10,Undirected
27,1, 11,Undirected
28,0, 11,Undirected
29,3, 11,Undirected
30,1, 12,Undirected
31,3, 12,Undirected
32,5, 12,Undirected
33,0, 13,Undirected
34,3, 13,Undirected
35,1, 13,Undirected
36,9, 14,Undirected
37,5, 14,Undirected
38,1, 14,Undirected
39,0, 15,Undirected
40,1, 15,Undirected
41,11, 15,Undirected
42,3, 16,Undirected
43,7, 16,Undirected
44,2, 16,Undirected
45,8, 17,Undirected
46,3, 17,Undirected
47,2, 17,Undirected
48,16, 18,Undirected
49,3, 18,Undirected
50,10, 18,Undirected
51,2, 19,Undirected
52,3, 19,Undirected
53,1, 19,Undirected
54,3, 20,Undirected
55,8, 20,Undirected
56,19, 20,Undirected
57,3, 21,Undirected
58,2, 21,Undirected
59,13, 21,Undirected
60,3, 22,Undirected
61,13, 22,Undirected
62,0, 22,Undirected
63,21, 23,Undirected
64,5, 23,Undirected
65,8, 23,Undirected
66,8, 24,Undirected
67,15, 24,Undirected
68,2, 24,Undirected
69,15, 25,Undirected
70,11, 25,Undirected
71,7, 25,Undirected
72,14, 26,Undirected
73,25, 26,Undirected
74,3, 26,Undirected
75,1, 27,Undirected
76,7, 27,Undirected
77,16, 27,Undirected
78,1, 28,Undirected
79,0, 28,Undirected
80,6, 28,Undirected
81,3, 29,Undirected
82,13, 29,Undirected
83,28, 29,Undirected
84,23, 30,Undirected
85,17, 30,Undirected
86,3, 30,Undirected
87,25, 31,Undirected
88,20, 31,Undirected
89,3, 31,Undirected
90,25, 32,Undirected
91,15, 32,Undirected
92,17, 32,Undirected
93,23, 33,Undirected
94,4, 33,Undirected
95,9, 33,Undirected
96,23, 34,Undirected
97,9, 34,Undirected
98,8, 34,Undirected
99,1, 35,Undirected
100,13, 35,Undirected
101,33, 35,Undirected
102,1, 36,Undirected
103,5, 36,Undirected
104,4, 36,Undirected
105,12, 37,Undirected
106,31, 37,Undirected
107,5, 37,Undirected
108,8, 38,Undirected
109,20, 38,Undirected
110,25, 38,Undirected
111,29, 39,Undirected
112,23, 39,Undirected
113,1, 39,Undirected
114,2, 40,Undirected
115,28, 40,Undirected
116,8, 40,Undirected
117,14, 41,Undirected
118,0, 41,Undirected
119,27, 41,Undirected
