Id, Source, Target
0,503, 712
1,159, 2507
2,997, 4123
3,150, 3709
4,390, 1772
5,1676, 1781
6,3, 798
7,1015, 2544
8,1439, 4832
9,2000, 4114
10,878, 1057
11,32, 4204
12,208, 3060
13,13, 167
14,436, 4389
15,472, 1596
16,1723, 2031
17,758, 2215
18,1362, 4233
19,707, 1777
20,7, 3482
21,2704, 3167
22,1078, 4571
23,2087, 4995
24,192, 405
25,2040, 4377
26,31, 1258
27,8, 867
28,2341, 2407
29,738, 2058
30,1654, 2472
31,848, 4298
32,806, 3124
33,1060, 3310
34,203, 360
35,24, 2612
36,1673, 2240
37,181, 3200
38,16, 2695
39,178, 3977
40,211, 4476
41,571, 1667
42,77, 1111
43,1968, 4776
44,131, 4088
45,5, 383
46,38, 2933
47,907, 3481
48,35, 2389
49,2842, 3505
50,235, 3688
51,55, 557
52,144, 3619
53,4213, 4742
54,99, 3940
55,517, 914
56,4, 4209
57,2296, 3538
58,1244, 4334
59,319, 3741
60,13, 590
61,98, 3897
62,12, 48
63,37, 1371
64,12, 46
65,1138, 2039
66,34, 72
67,572, 1145
68,373, 573
69,476, 871
70,5, 168
71,98, 3326
72,1377, 4341
73,5, 167
74,26, 2442
75,720, 1917
76,322, 362
77,2024, 4382
78,68, 92
79,1355, 4297
80,3619, 4917
81,3, 3611
82,709, 4214
83,385, 4893
84,1582, 2521
85,1839, 1898
86,1816, 3520
87,116, 2707
88,1146, 4288
89,1, 3247
90,1, 4966
91,1321, 3258
92,495, 2382
93,397, 1716
94,1748, 2650
95,795, 3783
96,2730, 3069
97,3415, 3493
98,17, 2193
99,860, 2986
100,287, 484
101,1125, 2786
102,2946, 3291
103,99, 611
104,126, 3953
105,711, 1888
106,27, 1358
107,554, 3205
108,2423, 3556
109,215, 364
110,231, 4119
111,597, 1192
112,320, 1384
113,633, 3575
114,198, 484
115,8, 64
116,681, 3715
117,8, 60
118,7, 287
119,2385, 3119
120,1524, 2756
121,1530, 3548
122,1383, 1800
123,4398, 4519
124,1486, 2588
125,7, 289
126,30, 3299
127,1312, 3546
128,417, 2230
129,1752, 3647
130,1185, 3460
131,127, 1052
132,30, 2168
133,2885, 3104
134,574, 3002
135,735, 3714
136,30, 1585
137,300, 4399
138,1083, 1494
139,762, 2519
140,101, 503
141,75, 2837
142,4, 3746
143,791, 1126
144,847, 1221
145,1005, 4957
146,201, 536
147,2827, 4934
148,1826, 3870
149,1, 2119
150,228, 243
151,384, 1662
152,2275, 3910
153,160, 2397
154,216, 1310
155,491, 776
156,2274, 3966
157,82, 615
158,3509, 3738
159,116, 790
160,370, 573
161,149, 974
162,2257, 3169
163,1773, 2362
164,68, 70
165,5, 2475
166,139, 1899
167,2346, 2601
168,8, 2057
169,65, 870
170,8, 2500
171,559, 4058
172,114, 1419
173,8, 1931
174,61, 3689
175,682, 2218
176,1062, 1456
177,171, 4578
178,1745, 2571
179,636, 3377
180,553, 924
181,1539, 4944
182,8, 3831
183,2037, 4754
184,557, 1009
185,11, 2007
186,4, 112
187,1220, 1362
188,1902, 3378
189,2, 1376
190,27, 4433
191,3747, 4472
192,186, 482
193,52, 1462
194,3, 1403
195,339, 4716
196,1722, 4965
197,168, 556
198,47, 1179
199,81, 1199
200,442, 3083
201,804, 1710
202,884, 2669
203,880, 4536
204,282, 3068
205,113, 2236
206,4054, 4597
207,28, 4287
208,1224, 2157
209,474, 1417
210,2, 14
211,2, 15
212,694, 1689
213,1264, 3109
214,2, 12
215,2, 13
216,982, 1732
217,1950, 3121
218,2187, 4717
219,39, 1354
220,29, 878
221,2008, 3465
222,4299, 4785
223,480, 1963
224,81, 1993
225,94, 3231
226,1, 16
227,565, 4186
228,1, 10
229,2933, 3734
230,118, 4754
231,206, 1143
232,323, 4148
233,3414, 4096
234,3383, 4806
235,27, 882
236,1998, 3221
237,325, 715
238,4360, 4830
239,1598, 4601
240,1508, 1945
241,908, 982
242,421, 589
243,1343, 2065
244,313, 3137
245,315, 1068
246,1152, 3000
247,109, 1804
248,2293, 2528
249,1131, 3835
250,402, 997
251,462, 2301
252,918, 2086
253,890, 2431
254,306, 1954
255,70, 1473
256,49, 367
257,1556, 1694
258,1845, 3584
259,1570, 2626
260,575, 3621
261,181, 2338
262,134, 321
263,1113, 4523
264,430, 550
265,148, 1687
266,580, 4704
267,8, 676
268,8, 679
269,1956, 4476
270,7, 3394
271,411, 1845
272,1225, 2895
273,1965, 3056
274,2612, 4656
275,436, 3082
276,38, 115
277,4562, 4786
278,711, 2750
279,4044, 4687
280,1528, 1735
281,23, 4558
282,152, 286
283,1582, 3970
284,423, 1707
285,135, 575
286,1147, 1878
287,101, 1472
288,442, 3602
289,154, 4338
290,29, 2036
291,205, 408
292,205, 403
293,56, 4927
294,1358, 1563
295,2822, 4402
296,2561, 3544
297,1431, 1951
298,156, 413
299,4355, 4642
300,1446, 3684
301,76, 219
302,1, 1121
303,1, 1122
304,667, 4956
305,524, 1200
306,55, 700
307,23, 450
308,303, 390
309,45, 2059
310,4, 4129
311,2281, 3658
312,62, 1725
313,5, 593
314,1503, 4158
315,779, 1158
316,21, 2779
317,19, 682
318,2835, 3434
319,273, 4435
320,13, 325
321,1634, 1692
322,914, 1015
323,223, 1627
324,9, 14
325,12, 4266
326,9, 11
327,9, 12
328,26, 1496
329,190, 625
330,1079, 3208
331,90, 1339
332,3020, 4066
333,509, 579
334,241, 501
335,1858, 3212
336,112, 486
337,53, 1874
338,35, 3892
339,205, 3131
340,1707, 2610
341,1775, 2207
342,204, 2136
343,164, 286
344,203, 1661
345,2140, 3232
346,295, 4749
347,342, 838
348,35, 41
349,1491, 3522
350,35, 44
351,78, 2850
352,443, 4226
353,113, 3678
354,15, 600
355,532, 3152
356,1857, 3160
357,3, 423
358,3057, 4633
359,725, 2649
360,276, 840
361,203, 646
362,430, 2279
363,2, 3236
364,154, 846
365,135, 4105
366,851, 1056
367,252, 876
368,12, 3815
369,1880, 2192
370,65, 407
371,1929, 3677
372,70, 1908
373,1424, 2580
374,2655, 4439
375,421, 1541
376,52, 3217
377,795, 4055
378,199, 406
379,677, 2575
380,2539, 4758
381,734, 1037
382,0, 15
383,112, 220
384,1, 3181
385,3251, 3568
386,0, 11
387,3706, 3962
388,1558, 3626
389,0, 18
390,7, 2593
391,919, 2021
392,312, 4896
393,37, 1418
394,1243, 4164
395,53, 4207
396,1807, 2252
397,441, 1002
398,758, 4293
399,131, 1541
400,82, 3685
401,2470, 3319
402,1393, 4507
403,147, 1134
404,91, 2597
405,39, 232
406,1411, 3407
407,1389, 1415
408,373, 3828
409,4, 130
410,426, 1087
411,11, 3551
412,948, 2239
413,982, 1031
414,694, 1053
415,17, 2526
416,3913, 4006
417,1582, 2751
418,2874, 3938
419,411, 964
420,864, 2865
421,494, 2386
422,97, 975
423,164, 3760
424,160, 331
425,1006, 1724
426,212, 230
427,872, 4688
428,1222, 4079
429,3834, 4632
430,98, 3712
431,28, 137
432,964, 1141
433,609, 983
434,253, 688
435,2, 1498
436,640, 1040
437,755, 1058
438,3697, 4976
439,2, 1491
440,1584, 1907
441,8, 3064
442,2569, 2919
443,2204, 3185
444,1306, 1706
445,52, 2165
446,520, 783
447,841, 1456
448,183, 480
449,529, 3051
450,810, 1933
451,14, 333
452,72, 506
453,38, 3861
454,2448, 4316
455,21, 270
456,1424, 3786
457,422, 3569
458,1353, 4047
459,143, 2672
460,12, 43
461,2658, 2822
462,470, 768
463,690, 4826
464,854, 1022
465,640, 2632
466,3, 108
467,197, 2572
468,1894, 3657
469,736, 871
470,63, 1127
471,313, 3895
472,555, 759
473,905, 4644
474,368, 953
475,2269, 3012
476,321, 437
477,35, 782
478,0, 3505
479,827, 4370
480,81, 1520
481,1458, 2945
482,448, 3286
483,46, 3153
484,35, 788
485,3501, 4251
486,1, 4653
487,37, 801
488,2049, 3778
489,942, 4603
490,748, 1495
491,36, 1896
492,23, 487
493,393, 4871
494,213, 3710
495,295, 2909
496,7, 19
497,719, 1618
498,72, 2079
499,2185, 4321
500,473, 3980
501,1207, 3886
502,7, 10
503,1490, 1780
504,33, 197
505,1534, 3134
506,72, 3245
507,308, 1190
508,617, 1161
509,325, 2609
510,3056, 4536
511,232, 686
512,2689, 4809
513,213, 2495
514,1260, 4120
515,10, 345
516,222, 2295
517,559, 2765
518,52, 1768
519,123, 765
520,57, 475
521,356, 978
522,2177, 4668
523,709, 1899
524,211, 4675
525,1905, 3831
526,1214, 4876
527,1950, 4106
528,1215, 3565
529,987, 2493
530,66, 4945
531,108, 1180
532,1207, 3081
533,1271, 2261
534,189, 1326
535,780, 2874
536,7, 1384
537,4068, 4205
538,13, 142
539,46, 4894
540,276, 2273
541,3383, 4171
542,1792, 3567
543,203, 2119
544,2430, 4134
545,744, 1530
546,0, 739
547,49, 822
548,464, 2806
549,101, 2110
550,258, 1533
551,462, 1239
552,1317, 1342
553,949, 2578
554,362, 2534
555,304, 2647
556,268, 745
557,467, 1624
558,7, 3467
559,3835, 4545
560,8, 807
561,8, 805
562,37, 4320
563,50, 1398
564,637, 706
565,996, 2894
566,182, 2506
567,77, 3991
568,315, 2988
569,63, 3563
570,118, 246
571,184, 345
572,254, 1919
573,1452, 4756
574,105, 1986
575,3436, 3535
576,1612, 4160
577,315, 3746
578,105, 1232
579,0, 4230
580,325, 456
581,664, 2477
582,5, 369
583,373, 770
584,402, 3442
585,618, 1748
586,257, 801
587,788, 4733
588,1918, 2778
589,17, 386
590,30, 1942
591,2762, 4487
592,164, 2364
593,1186, 4782
594,161, 1405
595,2, 1411
596,2612, 4880
597,1186, 4780
598,226, 1064
599,305, 4684
600,20, 2247
601,77, 4946
602,1382, 4829
603,924, 1073
604,603, 3044
605,3178, 3270
606,3665, 3770
607,5, 106
608,428, 1664
609,10, 2149
610,1, 660
611,1366, 2929
612,1, 888
613,1596, 1972
614,1985, 2305
615,1599, 4350
616,3480, 3997
617,1413, 1792
618,1685, 4872
619,2403, 2629
620,2487, 4236
621,401, 4793
622,533, 2019
623,2077, 4150
624,28, 431
625,2140, 4800
626,615, 2567
627,1678, 4141
628,391, 3157
629,181, 4061
630,71, 862
631,1486, 4225
632,21, 4651
633,32, 119
634,590, 3176
635,625, 909
636,32, 3540
637,2462, 2905
638,862, 3030
639,18, 3932
640,960, 2662
641,8, 47
642,174, 216
643,89, 3660
644,1362, 4860
645,120, 162
646,2, 278
647,1419, 2773
648,626, 764
649,290, 4231
650,8, 48
651,1403, 3050
652,2, 270
653,1710, 3566
654,340, 4297
655,164, 342
656,874, 1156
657,1354, 3511
658,874, 1153
659,12, 287
660,459, 2424
661,550, 2988
662,7, 268
663,104, 2866
664,37, 755
665,927, 4059
666,1549, 4412
667,1004, 3127
668,725, 2589
669,91, 1554
670,221, 4321
671,1208, 4359
672,154, 302
673,93, 4308
674,147, 228
675,473, 1563
676,73, 2094
677,298, 2768
678,2204, 3408
679,1442, 2764
680,2776, 3925
681,14, 2154
682,1980, 3123
683,1, 2172
684,1, 4905
685,1, 2170
686,8, 2297
687,150, 729
688,2327, 2792
689,86, 2462
690,98, 4967
691,855, 1745
692,81, 1755
693,382, 2855
694,839, 3050
695,123, 224
696,216, 1333
697,1431, 1618
698,133, 1043
699,147, 4982
700,8, 3318
701,27, 381
702,2418, 3539
703,861, 3465
704,2191, 3983
705,215, 306
706,37, 3747
707,1623, 3145
708,1690, 3056
