Id, Source, Target
0,114, 118
1,179, 359
2,234, 377
3,4, 33
4,54, 435
5,115, 360
6,13, 163
7,43, 266
8,80, 96
9,43, 268
10,106, 392
11,18, 482
12,13, 225
13,210, 273
14,13, 229
15,142, 266
16,105, 171
17,10, 42
18,351, 394
19,12, 242
20,233, 351
21,117, 460
22,68, 145
23,1, 222
24,74, 450
25,36, 54
26,1, 224
27,37, 155
28,14, 84
29,15, 108
30,17, 22
31,12, 48
32,116, 202
33,26, 113
34,13, 353
35,1, 428
36,23, 110
37,37, 487
38,402, 474
39,120, 297
40,167, 417
41,71, 447
42,83, 191
43,142, 310
44,81, 104
45,81, 103
46,3, 416
47,141, 369
48,251, 393
49,11, 69
50,2, 257
51,132, 373
52,9, 241
53,13, 23
54,13, 25
55,140, 335
56,42, 144
57,116, 151
58,75, 430
59,0, 20
60,138, 286
61,127, 290
62,42, 366
63,42, 495
64,92, 111
65,36, 469
66,140, 244
67,156, 259
68,302, 428
69,209, 300
70,149, 288
71,218, 426
72,422, 469
73,339, 372
74,196, 295
75,54, 153
76,79, 383
77,153, 173
78,45, 452
79,60, 382
80,281, 379
81,21, 262
82,88, 400
83,23, 349
84,189, 317
85,267, 359
86,57, 446
87,13, 477
88,321, 401
89,209, 345
90,2, 106
91,257, 495
92,23, 122
93,2, 17
94,2, 10
95,33, 164
96,23, 129
97,67, 69
98,360, 378
99,124, 348
100,314, 416
101,33, 210
102,40, 216
103,1, 15
104,1, 14
105,0, 127
106,1, 16
107,0, 121
108,1, 13
109,91, 115
110,78, 465
111,1, 18
112,43, 188
113,61, 262
114,39, 98
115,18, 49
116,94, 211
117,60, 161
118,151, 277
119,40, 107
120,4, 21
121,0, 169
122,3, 144
123,6, 192
124,51, 325
125,152, 282
126,28, 351
127,28, 350
128,254, 439
129,13, 218
130,295, 388
131,142, 270
132,10, 53
133,118, 256
134,8, 499
135,452, 460
136,5, 379
137,8, 258
138,42, 59
139,218, 226
140,218, 229
141,9, 12
142,66, 265
143,17, 287
144,216, 363
145,6, 44
146,1, 432
147,1, 433
148,5, 117
149,1, 431
150,238, 287
151,58, 62
152,405, 501
153,3, 429
154,66, 316
155,7, 101
156,64, 303
157,1, 237
158,22, 187
159,22, 180
160,368, 398
161,5, 13
162,5, 16
163,5, 19
164,128, 258
165,314, 334
166,21, 353
167,42, 157
168,0, 16
169,75, 426
170,20, 108
171,95, 276
172,0, 10
173,7, 298
174,71, 277
175,207, 241
176,119, 210
177,12, 328
178,67, 90
179,357, 471
180,36, 479
181,153, 304
182,60, 422
183,2, 5
184,47, 130
185,132, 186
186,13, 18
187,163, 335
188,283, 314
189,192, 351
190,0, 269
191,51, 99
192,159, 223
