Id, Source, Target
0,340, 465
1,77, 148
2,137, 268
3,106, 483
4,464, 589
5,262, 327
6,314, 792
7,441, 815
8,33, 973
9,4, 35
10,69, 318
11,210, 309
12,183, 216
13,247, 638
14,710, 728
15,238, 844
16,115, 367
17,112, 515
18,134, 312
19,4, 527
20,78, 786
21,295, 510
22,548, 711
23,13, 167
24,100, 300
25,61, 101
26,278, 383
27,55, 82
28,130, 877
29,46, 144
30,480, 685
31,70, 928
32,80, 99
33,80, 98
34,76, 687
35,152, 290
36,41, 390
37,49, 372
38,254, 429
39,8, 860
40,34, 715
41,20, 224
42,1, 891
43,69, 225
44,69, 550
45,162, 343
46,105, 172
47,282, 535
48,336, 361
49,517, 772
50,184, 568
51,5, 541
52,136, 544
53,62, 333
54,47, 815
55,5, 548
56,390, 596
57,572, 686
58,53, 120
59,33, 970
60,300, 413
61,121, 204
62,34, 405
63,233, 426
64,365, 923
65,17, 365
66,5, 768
67,20, 314
68,12, 247
69,2, 911
70,0, 3
71,263, 288
72,36, 51
73,36, 57
74,243, 528
75,257, 828
76,64, 202
77,257, 822
78,116, 838
79,58, 159
80,12, 49
81,576, 704
82,126, 409
83,508, 639
84,12, 43
85,5, 742
86,34, 71
87,106, 155
88,3, 74
89,76, 440
90,625, 903
91,5, 169
92,100, 619
93,1, 356
94,5, 166
95,1, 426
96,580, 655
97,55, 139
98,1, 647
99,251, 987
100,174, 650
101,27, 345
102,3, 895
103,505, 883
104,285, 586
105,378, 478
106,201, 911
107,81, 107
108,302, 809
109,200, 326
110,93, 547
111,86, 244
112,368, 524
113,112, 128
114,299, 802
115,74, 581
116,36, 675
117,373, 565
118,11, 66
119,253, 546
120,93, 145
121,22, 428
122,313, 528
123,31, 608
124,128, 247
125,2, 252
126,89, 172
127,19, 236
128,9, 241
129,13, 23
130,13, 20
131,72, 447
132,23, 903
133,485, 575
134,67, 391
135,2, 491
136,8, 68
137,8, 67
138,8, 65
139,67, 398
140,42, 140
141,7, 287
142,116, 151
143,13, 777
144,7, 281
145,4, 731
146,72, 730
147,563, 797
148,31, 467
149,797, 828
150,7, 616
151,44, 504
152,0, 22
153,370, 399
154,740, 862
155,154, 322
156,0, 24
157,139, 140
158,722, 823
159,47, 966
160,6, 187
161,163, 255
162,479, 914
163,114, 188
164,16, 265
165,21, 663
166,754, 990
167,24, 725
168,27, 651
169,250, 432
170,266, 345
171,140, 486
172,92, 113
173,219, 945
174,433, 438
175,43, 669
176,110, 402
177,216, 993
178,12, 117
179,36, 461
180,124, 761
181,445, 771
182,157, 160
183,220, 757
184,75, 505
185,0, 879
186,579, 608
187,29, 89
188,217, 394
189,69, 74
190,338, 707
191,328, 561
192,160, 302
193,338, 702
194,48, 409
195,382, 459
196,165, 266
197,4, 209
198,215, 788
199,48, 401
200,4, 201
201,57, 622
202,82, 438
203,20, 849
204,906, 930
205,48, 795
206,63, 91
207,8, 780
208,523, 588
209,110, 660
210,548, 963
211,60, 385
212,47, 323
213,4, 112
214,23, 274
215,4, 115
216,4, 116
217,4, 117
218,152, 356
219,360, 970
220,100, 156
221,531, 810
222,70, 146
223,100, 791
224,70, 142
225,102, 165
226,178, 514
227,227, 765
228,72, 995
229,765, 872
230,180, 512
231,86, 820
232,173, 299
233,56, 584
234,74, 339
235,175, 247
236,8, 360
237,2, 15
238,23, 121
239,36, 243
240,2, 10
241,189, 402
242,2, 13
243,33, 164
244,331, 985
245,2, 18
246,2, 19
247,125, 286
248,33, 163
249,33, 214
250,4, 966
251,33, 219
252,19, 42
253,1, 14
254,1, 17
255,1, 16
256,134, 251
257,1, 10
258,1, 13
259,0, 122
260,126, 245
261,27, 880
262,1, 18
263,69, 163
264,88, 710
265,0, 495
266,113, 734
267,302, 346
268,18, 40
269,670, 830
270,239, 380
271,897, 924
272,759, 761
273,10, 603
274,317, 412
275,114, 618
276,356, 968
277,86, 500
278,46, 680
279,247, 542
280,18, 105
281,119, 774
282,375, 722
283,519, 717
284,39, 70
285,156, 899
286,464, 519
287,349, 390
288,234, 579
289,28, 179
290,19, 691
291,4, 21
292,466, 887
293,8, 389
294,22, 927
295,27, 60
296,675, 798
297,398, 988
298,2, 974
299,13, 172
300,426, 452
301,3, 142
302,124, 1004
303,224, 686
304,249, 718
305,114, 722
306,95, 406
307,85, 120
308,74, 809
309,11, 109
310,28, 352
311,61, 712
312,2, 751
313,137, 411
314,18, 497
315,5, 285
316,53, 592
317,411, 888
318,61, 485
319,7, 511
320,10, 59
321,292, 999
322,921, 937
323,295, 388
324,42, 341
325,121, 789
326,8, 498
327,50, 190
328,50, 191
329,8, 496
330,5, 382
331,663, 908
